temp,finalMag,err
0.5,0.892528,0.00751055
0.6,0.698899,0.00859768
0.7,0.450813,0.00723654
0.8,0.297256,0.00498398
0.9,0.20347,0.00367568
1,0.147505,0.00272055
1.1,0.110053,0.00215753
1.2,0.0886134,0.00168536
1.3,0.0710202,0.00142444
1.4,0.059625,0.00122738
1.5,0.0507946,0.00106802
1.6,0.0440314,0.000951594
1.7,0.0382686,0.000840821
1.8,0.0336275,0.00077484
1.9,0.0300533,0.000715786
