temp,finalMag,err
0.5,0.015212,0.0252088
0.6,0.00636484,0.0167445
0.7,-0.00760868,0.00957484
0.8,0.00024008,0.00555902
0.9,-0.00093692,0.00379847
1,-0.000137,0.002817
1.1,-0.00101464,0.00219526
1.2,0.00069384,0.00174335
1.3,-0.00013624,0.00143212
1.4,-0.00034348,0.0012149
1.5,0.00055704,0.00105871
1.6,0.00028216,0.000946482
1.7,9.096e-005,0.000844851
1.8,5.196e-005,0.000781886
1.9,3.22e-005,0.00071988
2,-6.564e-005,0.00066974
