temp,finalEnergy,err
0.5,-0.972972,0.000643043
0.6,-0.935087,0.000590266
0.7,-0.891558,0.000452747
0.8,-0.848125,0.000343581
0.9,-0.80457,0.000296175
1,-0.761684,0.00025637
1.1,-0.721204,0.000249368
1.2,-0.682691,0.00023389
1.3,-0.6467,0.000225139
1.4,-0.613568,0.000212768
1.5,-0.582778,0.000199565
1.6,-0.554703,0.000195489
1.7,-0.528526,0.000191186
1.8,-0.504533,0.000186244
1.9,-0.482534,0.000182361
2,-0.462078,0.000180359
