mu,sigma,I,errs
-0.559225,0.847166,-0.295064,0.00447242
-0.576946,0.848401,-0.259964,0.00703069
-0.562191,0.856473,-0.282435,0.00604687
-0.564134,0.852417,-0.300974,0.00443068
-0.585827,0.872492,-0.3002,0.00687533
-0.596397,0.857334,-0.262099,0.015268
-0.590183,0.853644,-0.276513,0.00566315
-0.57794,0.874092,-0.284905,0.00683813
-0.57794,0.874092,-0.284905,0.00683813
-0.597045,0.855263,-0.279562,0.0054082
-0.603557,0.869404,-0.30577,0.00527951
-0.618217,0.845511,-0.288804,0.00416578
-0.631691,0.863477,-0.303405,0.00611728
-0.631691,0.863477,-0.303405,0.00611728
-0.641459,0.866212,-0.253574,0.00920691
-0.661179,0.878857,-0.251405,0.0109398
-0.655673,0.865603,-0.254366,0.0107541
-0.655673,0.865603,-0.254366,0.0107541
-0.630767,0.886622,-0.297994,0.00607721
-0.612969,0.906761,-0.259441,0.00821485
-0.595837,0.921641,-0.211527,0.00870697
-0.588637,0.916294,-0.237236,0.00935393
-0.592667,0.900939,-0.241448,0.0105761
-0.607246,0.887049,-0.282383,0.00617159
-0.620058,0.872818,-0.289208,0.00988221
-0.620058,0.872818,-0.289208,0.00988221
-0.617615,0.863795,-0.263862,0.00855947
-0.615944,0.887374,-0.25834,0.00917575
-0.620646,0.906325,-0.25952,0.00819388
-0.603232,0.906647,-0.246893,0.00852132
-0.62601,0.893235,-0.253019,0.0100905
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.639847,0.869351,-0.307731,0.00711206
-0.64946,0.846217,-0.292732,0.00641264
-0.655123,0.845857,-0.288158,0.00701928
-0.658913,0.850706,-0.273964,0.00703532
-0.648733,0.867391,-0.285587,0.00732194
-0.648733,0.867391,-0.285587,0.00732194
-0.648733,0.867391,-0.285587,0.00732194
-0.658492,0.883539,-0.256449,0.0099055
-0.658492,0.883539,-0.256449,0.0099055
-0.679113,0.89169,-0.300865,0.00582544
-0.664791,0.877532,-0.258974,0.00877048
-0.656898,0.874096,-0.212104,0.0193385
-0.636382,0.898786,-0.221126,0.0123521
-0.636382,0.898786,-0.221126,0.0123521
-0.634687,0.916157,-0.243773,0.00807012
-0.644314,0.917958,-0.219105,0.00942837
-0.630171,0.928526,-0.246103,0.00912543
-0.61738,0.918597,-0.244845,0.0103945
-0.60895,0.899309,-0.220159,0.00854037
-0.62152,0.893962,-0.286227,0.00875113
-0.636201,0.907523,-0.2133,0.00961471
-0.644978,0.909712,-0.287174,0.0067443
-0.644978,0.909712,-0.287174,0.0067443
-0.652974,0.901063,-0.223124,0.0119846
-0.677566,0.915588,-0.235449,0.00849916
-0.656862,0.910661,-0.235286,0.00820487
-0.679233,0.921314,-0.21392,0.0120989
-0.679233,0.921314,-0.21392,0.0120989
-0.694162,0.923187,-0.204384,0.0130719
-0.706529,0.899954,-0.236879,0.00959591
-0.699843,0.89163,-0.257232,0.00903543
-0.69691,0.879253,-0.257109,0.00944067
-0.698989,0.865607,-0.237151,0.00932451
-0.694127,0.880275,-0.262985,0.00835125
-0.672807,0.871964,-0.273505,0.00989998
-0.672807,0.871964,-0.273505,0.00989998
-0.697617,0.886592,-0.203888,0.0126487
-0.710832,0.874602,-0.248378,0.0112258
-0.707925,0.866399,-0.220152,0.0122995
-0.699675,0.85078,-0.25858,0.0102854
-0.704114,0.853345,-0.262996,0.00900527
-0.704114,0.853345,-0.262996,0.00900527
-0.726106,0.85129,-0.288818,0.00729547
-0.705899,0.863676,-0.278402,0.0110248
-0.702641,0.865679,-0.269687,0.00763157
-0.708505,0.887684,-0.264411,0.0116817
-0.685243,0.876942,-0.281695,0.007197
-0.677503,0.890932,-0.213683,0.00790347
-0.66031,0.895844,-0.221922,0.0146817
-0.682975,0.875436,-0.253308,0.0124527
-0.682975,0.875436,-0.253308,0.0124527
-0.684391,0.850951,-0.289937,0.00918521
-0.682821,0.859463,-0.254047,0.00983345
-0.703559,0.847852,-0.254681,0.00941046
-0.719403,0.835754,-0.309859,0.00644297
-0.719403,0.835754,-0.309859,0.00644297
-0.712948,0.843269,-0.323933,0.00588664
-0.709281,0.833911,-0.307104,0.00643903
-0.717823,0.855967,-0.323492,0.00516055
-0.717823,0.855967,-0.323492,0.00516055
-0.739901,0.880198,-0.269787,0.00821756
-0.726431,0.879945,-0.268422,0.00911622
-0.736727,0.880107,-0.22137,0.0102258
-0.729304,0.871371,-0.262283,0.00949231
-0.7495,0.895401,-0.221215,0.00956325
-0.726211,0.900011,-0.204743,0.0235634
-0.747757,0.899614,-0.186324,0.0133661
-0.769705,0.884929,-0.0887105,0.0200438
-0.769705,0.884929,-0.0887105,0.0200438
-0.75388,0.897912,-0.140633,0.016002
-0.736417,0.886826,-0.279648,0.00932135
-0.736417,0.886826,-0.279648,0.00932135
-0.758918,0.907598,-0.166716,0.0134848
-0.779138,0.901854,-0.213567,0.010672
-0.779138,0.901854,-0.213567,0.010672
-0.779138,0.901854,-0.213567,0.010672
-0.779138,0.901854,-0.213567,0.010672
-0.758469,0.900493,-0.147248,0.0196545
-0.752616,0.909807,-0.101926,0.0179751
-0.743305,0.926291,-0.03732,0.0215049
-0.729162,0.917353,-0.204857,0.0119047
-0.729162,0.917353,-0.204857,0.0119047
-0.741645,0.908009,-0.178817,0.0133844
-0.73811,0.925122,-0.114676,0.0140305
-0.757742,0.923471,-0.0902361,0.0215604
-0.782332,0.909792,-0.155243,0.0182061
-0.762326,0.897198,-0.0613719,0.0347528
-0.766377,0.896435,-0.18407,0.0119886
-0.748375,0.903705,-0.153339,0.0196473
-0.728886,0.922215,-0.0636787,0.0169076
-0.753681,0.909329,-0.164064,0.0135608
-0.762245,0.901825,-0.146807,0.016404
-0.75531,0.879124,-0.140764,0.0147258
-0.760532,0.861238,-0.237788,0.0123013
-0.741464,0.858049,-0.251282,0.0105985
-0.719,0.849674,-0.225836,0.0105742
-0.717446,0.839841,-0.273016,0.0080475
-0.709549,0.845828,-0.264879,0.00919081
-0.713237,0.822192,-0.299734,0.00709165
-0.699819,0.834097,-0.338775,0.00369899
-0.699819,0.834097,-0.338775,0.00369899
-0.712695,0.851345,-0.293382,0.00707256
-0.712695,0.851345,-0.293382,0.00707256
-0.731786,0.827171,-0.281488,0.00870918
-0.732223,0.817329,-0.320883,0.00575951
-0.732223,0.817329,-0.320883,0.00575951
-0.732223,0.817329,-0.320883,0.00575951
-0.711848,0.794988,-0.34779,0.00517664
-0.691301,0.81117,-0.298226,0.00739562
-0.711727,0.827468,-0.230714,0.0147042
-0.713358,0.84577,-0.260515,0.00949829
-0.732758,0.830662,-0.27804,0.00866126
-0.737322,0.832482,-0.284464,0.00728644
-0.737322,0.832482,-0.284464,0.00728644
-0.760476,0.843152,-0.255676,0.0109668
-0.744213,0.818989,-0.312894,0.0060252
-0.754485,0.841102,-0.29625,0.00629623
-0.754485,0.841102,-0.29625,0.00629623
-0.757795,0.848269,-0.190821,0.0324717
-0.76241,0.85817,-0.238746,0.0113556
-0.780668,0.840096,-0.258536,0.0106088
-0.788266,0.848485,-0.202902,0.0134497
-0.807973,0.83946,-0.196158,0.0139936
-0.799466,0.845054,-0.237032,0.0111222
-0.819783,0.837851,-0.239215,0.0155508
-0.825513,0.82834,-0.242564,0.009696
-0.829916,0.809047,-0.216467,0.0197625
-0.817511,0.814783,-0.273886,0.00750448
-0.801046,0.826486,-0.268437,0.00993069
-0.822656,0.843873,-0.229206,0.0129827
-0.814704,0.829844,-0.232077,0.0109994
-0.814763,0.809508,-0.286539,0.00991868
-0.825813,0.787329,-0.291854,0.0109065
-0.84601,0.801412,-0.279005,0.0092448
-0.851131,0.807987,-0.216957,0.0120357
-0.827112,0.81657,-0.259679,0.0110612
-0.834166,0.80316,-0.236409,0.0126648
-0.810848,0.809597,-0.29485,0.00898762
-0.81019,0.787917,-0.317605,0.00652226
-0.814024,0.766239,-0.386683,0.00443687
-0.820307,0.742631,-0.329503,0.00800828
-0.826521,0.727938,-0.377331,0.00685577
-0.809097,0.731432,-0.380919,0.00421198
-0.803386,0.720733,-0.370244,0.0061371
-0.814989,0.701824,-0.405001,0.00392859
-0.801183,0.716776,-0.375024,0.00517135
-0.806243,0.701551,-0.396765,0.00509275
-0.792,0.709515,-0.405783,0.00306216
-0.78592,0.725619,-0.40637,0.00433332
-0.806686,0.742302,-0.375402,0.00585194
-0.806686,0.742302,-0.375402,0.00585194
-0.785955,0.760739,-0.365219,0.0050208
-0.792439,0.783298,-0.322528,0.00891962
-0.788361,0.760856,-0.323628,0.00916232
-0.806689,0.773137,-0.358617,0.00610136
-0.806689,0.773137,-0.358617,0.00610136
-0.797293,0.758146,-0.337673,0.00788206
-0.79408,0.776723,-0.300637,0.00970565
-0.78704,0.757487,-0.377944,0.00435759
-0.800026,0.768487,-0.332984,0.00814057
-0.796112,0.784334,-0.359073,0.00481421
-0.804508,0.793407,-0.318749,0.00961104
-0.808217,0.784831,-0.267014,0.00993966
-0.791056,0.769909,-0.327138,0.00919908
-0.772731,0.772344,-0.344215,0.00785346
-0.761185,0.765644,-0.350417,0.00558847
-0.761185,0.765644,-0.350417,0.00558847
-0.777519,0.76759,-0.335717,0.00593461
-0.754579,0.758359,-0.338494,0.00539776
-0.745207,0.752148,-0.369091,0.00592156
-0.751044,0.740174,-0.365031,0.00523716
-0.727537,0.761325,-0.354198,0.00585395
-0.714748,0.778744,-0.353769,0.0042769
-0.714748,0.778744,-0.353769,0.0042769
-0.705421,0.763105,-0.328293,0.00583647
-0.692577,0.740042,-0.352982,0.00411553
-0.707626,0.736154,-0.379462,0.00365861
-0.723605,0.749644,-0.364189,0.00431939
-0.736143,0.772536,-0.341977,0.00519676
-0.736036,0.752242,-0.376776,0.00411534
-0.748683,0.751156,-0.371589,0.00362564
-0.751875,0.762224,-0.38066,0.00460195
-0.751875,0.762224,-0.38066,0.00460195
-0.73354,0.759265,-0.32718,0.00630525
-0.725377,0.746996,-0.385153,0.00363688
-0.725377,0.746996,-0.385153,0.00363688
-0.717071,0.752777,-0.358882,0.00363767
-0.697699,0.776143,-0.313681,0.00656483
-0.707217,0.755223,-0.34397,0.00453827
-0.706198,0.748164,-0.3627,0.0056348
-0.687813,0.771421,-0.35077,0.00434277
-0.693378,0.782275,-0.302276,0.00751334
-0.716408,0.786111,-0.318254,0.00684693
-0.728442,0.773126,-0.335098,0.00651695
-0.711558,0.785752,-0.333525,0.00439424
-0.729267,0.800884,-0.340476,0.00746693
-0.727651,0.78094,-0.35935,0.00504284
-0.744026,0.772127,-0.332334,0.00982387
-0.763698,0.78616,-0.347237,0.00598122
-0.765747,0.779073,-0.353949,0.00587588
-0.780815,0.767125,-0.323159,0.00928646
-0.780815,0.767125,-0.323159,0.00928646
-0.787879,0.771988,-0.322967,0.00872932
-0.793195,0.777523,-0.304422,0.00729729
-0.784993,0.772985,-0.358123,0.00610237
-0.778549,0.756613,-0.367896,0.00582771
-0.797349,0.75605,-0.376888,0.00470799
-0.795134,0.739387,-0.363574,0.006205
-0.80351,0.749609,-0.374624,0.00444484
-0.791355,0.765781,-0.361226,0.00515081
-0.807117,0.772183,-0.313388,0.00739674
-0.817636,0.759207,-0.349781,0.00572507
-0.818053,0.769954,-0.345474,0.00533359
-0.798177,0.763424,-0.333923,0.00763587
-0.816476,0.750378,-0.342529,0.00596351
-0.811538,0.730646,-0.347079,0.00700319
-0.802395,0.726739,-0.352633,0.00638264
-0.783822,0.702694,-0.393857,0.0042849
-0.797275,0.720068,-0.409192,0.00332215
-0.79884,0.73453,-0.343213,0.00614735
-0.808761,0.715634,-0.394616,0.00449764
-0.820884,0.694797,-0.419988,0.00321506
-0.814585,0.670315,-0.427188,0.00320178
-0.793008,0.674268,-0.418133,0.0035449
-0.805739,0.684493,-0.435449,0.00235049
-0.800992,0.673054,-0.411035,0.00384902
-0.804919,0.677275,-0.413689,0.00391923
-0.797514,0.693028,-0.414671,0.00322164
-0.777922,0.685271,-0.393446,0.00850382
-0.791421,0.708599,-0.404098,0.00359792
-0.776482,0.698292,-0.435047,0.00286083
-0.763903,0.707572,-0.398726,0.00342944
-0.753762,0.698898,-0.405092,0.00269652
-0.777381,0.703178,-0.390945,0.00536268
-0.769828,0.716202,-0.402157,0.00410696
-0.762808,0.698477,-0.397131,0.00343436
-0.762808,0.698477,-0.397131,0.00343436
-0.755329,0.696571,-0.40748,0.00339152
-0.754094,0.69092,-0.408285,0.00270346
-0.747678,0.712961,-0.398646,0.00271351
-0.745891,0.729148,-0.362609,0.00468664
-0.756065,0.74743,-0.380326,0.00361745
-0.777204,0.754609,-0.325073,0.00865909
-0.802204,0.739817,-0.338678,0.0063539
-0.80518,0.746873,-0.380685,0.00519261
-0.823722,0.725695,-0.373883,0.00480782
-0.837222,0.748798,-0.337497,0.00836673
-0.8464,0.762203,-0.312673,0.00818037
-0.833483,0.779233,-0.277194,0.00924702
-0.842553,0.796646,-0.277711,0.00876675
-0.846155,0.778209,-0.288359,0.0113679
-0.846155,0.778209,-0.288359,0.0113679
-0.840551,0.768217,-0.279103,0.00925181
-0.8501,0.756633,-0.292151,0.0109091
-0.862403,0.772438,-0.28278,0.0101246
-0.860473,0.779298,-0.276579,0.00954076
-0.883324,0.77704,-0.298696,0.00943095
-0.883324,0.77704,-0.298696,0.00943095
-0.878778,0.780378,-0.247943,0.00903808
-0.871003,0.775404,-0.305939,0.00937281
-0.866508,0.794005,-0.236908,0.01157
-0.850557,0.77433,-0.270533,0.00834055
-0.83887,0.793578,-0.255709,0.0109729
-0.843667,0.775852,-0.272813,0.0103196
-0.862512,0.762779,-0.298216,0.00915186
-0.877483,0.757831,-0.314859,0.00812233
-0.877483,0.757831,-0.314859,0.00812233
-0.901284,0.774877,-0.268155,0.00895035
-0.901284,0.774877,-0.268155,0.00895035
-0.883416,0.784715,-0.245953,0.0139514
-0.865317,0.795744,-0.247633,0.0116744
-0.865317,0.795744,-0.247633,0.0116744
-0.875124,0.775818,-0.288548,0.00935349
-0.875124,0.775818,-0.288548,0.00935349
-0.866434,0.777375,-0.270365,0.00889388
-0.849947,0.755602,-0.304625,0.0129444
-0.849947,0.755602,-0.304625,0.0129444
-0.839905,0.755996,-0.265353,0.014396
-0.841186,0.765132,-0.321867,0.00771341
-0.818315,0.757007,-0.347498,0.00613468
-0.818315,0.757007,-0.347498,0.00613468
-0.818315,0.757007,-0.347498,0.00613468
-0.827643,0.758338,-0.356724,0.00614884
-0.819292,0.763183,-0.33875,0.00667181
-0.830955,0.764424,-0.367728,0.00539015
-0.840356,0.748824,-0.351768,0.00768712
-0.847885,0.72817,-0.358479,0.00755331
-0.867094,0.708434,-0.375425,0.00483756
-0.888034,0.696107,-0.38813,0.00609226
-0.90806,0.710338,-0.332152,0.00700283
-0.901786,0.707607,-0.346707,0.00657746
-0.890391,0.718781,-0.35515,0.00674926
-0.87121,0.71187,-0.398149,0.00460948
-0.871457,0.698282,-0.363085,0.00552757
-0.879561,0.69716,-0.353942,0.00597235
-0.884849,0.672367,-0.391246,0.00526455
-0.877651,0.675974,-0.4005,0.00595997
-0.877651,0.675974,-0.4005,0.00595997
-0.877651,0.675974,-0.4005,0.00595997
-0.889386,0.67711,-0.394167,0.00457309
-0.889944,0.657427,-0.411665,0.00355761
-0.876068,0.677968,-0.38828,0.00646724
-0.876598,0.656053,-0.417961,0.00359121
-0.886059,0.634287,-0.434687,0.00298238
-0.90631,0.629945,-0.404958,0.00406912
-0.896606,0.630787,-0.405303,0.00529226
-0.91137,0.609998,-0.424808,0.00281736
-0.904062,0.627836,-0.395647,0.00404352
-0.893086,0.620774,-0.414429,0.00323058
-0.900302,0.61437,-0.421554,0.00372173
-0.890137,0.596351,-0.432529,0.00180163
-0.890137,0.596351,-0.432529,0.00180163
-0.910743,0.604394,-0.41303,0.00301651
-0.911476,0.627327,-0.425922,0.00412761
-0.911476,0.627327,-0.425922,0.00412761
-0.920483,0.649628,-0.402109,0.00433974
-0.937479,0.651881,-0.362989,0.00489863
-0.960315,0.642569,-0.364033,0.00523514
-0.979965,0.623118,-0.357252,0.00444925
-0.979965,0.623118,-0.357252,0.00444925
-0.967733,0.598925,-0.349217,0.00370781
-0.966111,0.622848,-0.362674,0.00465693
-0.983269,0.633905,-0.310475,0.00663174
-0.963601,0.629206,-0.34697,0.00538573
-0.948821,0.618856,-0.384169,0.00406423
-0.963905,0.639799,-0.35005,0.00580512
-0.971455,0.630343,-0.350912,0.00467458
-0.976041,0.608484,-0.34641,0.00488738
-0.966853,0.613036,-0.3741,0.004918
-0.966853,0.613036,-0.3741,0.004918
-0.983252,0.626142,-0.339818,0.00561178
-0.992957,0.635584,-0.304213,0.00591534
-0.974961,0.611153,-0.370271,0.00467032
-0.996053,0.628597,-0.315137,0.00532262
-1.00633,0.630952,-0.265379,0.00963724
-1.01181,0.650158,-0.296634,0.00511154
-1.01181,0.650158,-0.296634,0.00511154
-1.00092,0.633148,-0.27748,0.00779593
-0.975981,0.630115,-0.298581,0.00604248
-0.959081,0.642579,-0.336919,0.00634001
-0.961698,0.664981,-0.310979,0.00733129
-0.937433,0.682655,-0.331154,0.00734522
-0.95139,0.69572,-0.303472,0.00895153
-0.957563,0.686348,-0.304719,0.00765923
-0.941331,0.695378,-0.315229,0.00704452
-0.95954,0.709435,-0.272663,0.00988328
-0.946589,0.727632,-0.24751,0.0106062
-0.953319,0.724855,-0.262328,0.0109717
-0.969931,0.734621,-0.176736,0.0114875
-0.949141,0.733075,-0.26325,0.00755112
-0.947241,0.744469,-0.209323,0.0101677
-0.929645,0.728279,-0.29883,0.00891588
-0.953037,0.712197,-0.293522,0.00887244
-0.938854,0.703375,-0.320356,0.00787438
-0.955679,0.718394,-0.263172,0.00816398
-0.936409,0.727297,-0.24676,0.00851964
-0.919547,0.714415,-0.331602,0.00673701
-0.919547,0.714415,-0.331602,0.00673701
-0.930155,0.696015,-0.311865,0.00841484
-0.913993,0.714596,-0.330179,0.0085827
-0.899442,0.717029,-0.322928,0.00736141
-0.900979,0.730844,-0.331462,0.00730242
-0.896161,0.716314,-0.343666,0.00602973
-0.876421,0.722047,-0.322925,0.00849113
-0.864102,0.709173,-0.378279,0.00513164
-0.843003,0.684201,-0.40373,0.00430785
-0.856268,0.695831,-0.404867,0.00351666
-0.847148,0.714257,-0.365083,0.00710175
-0.845792,0.710166,-0.364519,0.00826147
-0.867829,0.735093,-0.368854,0.00769582
-0.88751,0.712616,-0.383276,0.00549642
-0.878041,0.708452,-0.380081,0.00522801
-0.884409,0.691906,-0.376494,0.00562547
-0.893622,0.707201,-0.332023,0.00785155
-0.907991,0.713221,-0.350387,0.00577016
-0.907991,0.713221,-0.350387,0.00577016
-0.901727,0.715259,-0.362126,0.00644285
-0.901727,0.715259,-0.362126,0.00644285
-0.88823,0.701768,-0.374235,0.00499883
-0.90912,0.721563,-0.300388,0.00901154
-0.905171,0.720419,-0.303303,0.0078062
-0.883367,0.745014,-0.319705,0.00878676
-0.879704,0.761,-0.315491,0.00786011
-0.879704,0.761,-0.315491,0.00786011
-0.88565,0.757799,-0.250536,0.00933348
-0.909804,0.760488,-0.29963,0.00916092
-0.911159,0.762667,-0.30675,0.00939739
-0.911159,0.762667,-0.30675,0.00939739
-0.921025,0.776096,-0.242091,0.0111615
-0.930342,0.763732,-0.246415,0.0113258
-0.930342,0.763732,-0.246415,0.0113258
-0.92595,0.751897,-0.278779,0.0102365
-0.92595,0.751897,-0.278779,0.0102365
-0.923615,0.731726,-0.199416,0.013889
-0.946073,0.724238,-0.209775,0.009819
-0.923633,0.719424,-0.307479,0.00884872
-0.922452,0.708327,-0.299922,0.00888756
-0.933479,0.690405,-0.312459,0.0077991
-0.945596,0.688946,-0.334855,0.00820273
-0.926848,0.711744,-0.295882,0.00933505
-0.944004,0.705833,-0.271817,0.00907247
-0.920576,0.709794,-0.293881,0.0106626
-0.899002,0.712894,-0.330031,0.00641378
-0.910144,0.718301,-0.327229,0.00866094
-0.890247,0.730821,-0.310616,0.00728183
-0.900028,0.740843,-0.315128,0.00803246
-0.88544,0.723903,-0.321665,0.00840791
-0.869066,0.747424,-0.319227,0.00770614
-0.855513,0.748882,-0.363876,0.00560553
-0.855513,0.748882,-0.363876,0.00560553
-0.833421,0.738419,-0.387616,0.00637558
-0.810955,0.744643,-0.386584,0.00563628
-0.793491,0.768462,-0.350628,0.00746983
-0.793491,0.768462,-0.350628,0.00746983
-0.816042,0.759745,-0.322941,0.00777003
-0.839155,0.759825,-0.300378,0.0072078
-0.842336,0.744669,-0.379912,0.00501684
-0.842336,0.744669,-0.379912,0.00501684
-0.828753,0.730304,-0.37914,0.00545149
-0.833849,0.741203,-0.355213,0.00742464
-0.852215,0.760335,-0.303996,0.00763269
-0.86806,0.738446,-0.39233,0.00502197
-0.86806,0.738446,-0.39233,0.00502197
-0.892977,0.723832,-0.334833,0.00743349
-0.878085,0.712675,-0.37053,0.0065022
-0.87425,0.717236,-0.374516,0.00694868
-0.862857,0.709906,-0.36065,0.00585586
-0.853549,0.734078,-0.329227,0.00797754
-0.832679,0.716105,-0.365145,0.00535908
-0.847553,0.710243,-0.372656,0.0059832
-0.842441,0.725875,-0.389115,0.00490339
-0.859287,0.720054,-0.342824,0.00612402
-0.855493,0.723708,-0.359069,0.00779472
-0.862645,0.736199,-0.352546,0.0064624
-0.844158,0.74022,-0.363558,0.00565016
-0.824569,0.760737,-0.322709,0.0105297
-0.835462,0.773989,-0.307912,0.0083414
-0.848073,0.765674,-0.276749,0.010042
-0.839165,0.775693,-0.308387,0.00956088
-0.851058,0.765878,-0.318438,0.00735746
-0.859502,0.741153,-0.373251,0.00634095
-0.855244,0.762458,-0.282292,0.00930047
-0.855244,0.762458,-0.282292,0.00930047
-0.840659,0.753368,-0.340678,0.00678127
-0.831986,0.734212,-0.372589,0.00518721
-0.831986,0.734212,-0.372589,0.00518721
-0.831986,0.734212,-0.372589,0.00518721
-0.839639,0.742588,-0.37986,0.00546337
-0.839639,0.742588,-0.37986,0.00546337
-0.839639,0.742588,-0.37986,0.00546337
-0.858475,0.75842,-0.304561,0.0102218
-0.864658,0.736979,-0.310425,0.00854295
-0.872202,0.717167,-0.315254,0.00652806
-0.849197,0.714061,-0.39222,0.00525343
-0.861392,0.704378,-0.364009,0.00536796
-0.861392,0.704378,-0.364009,0.00536796
-0.874079,0.71275,-0.321599,0.00841141
-0.863524,0.737454,-0.346395,0.00714819
-0.854571,0.734825,-0.377534,0.0068254
-0.852878,0.712151,-0.348493,0.0074077
-0.872285,0.696794,-0.390906,0.00517303
-0.872285,0.696794,-0.390906,0.00517303
-0.87309,0.718385,-0.370067,0.00534465
-0.87309,0.718385,-0.370067,0.00534465
-0.87309,0.718385,-0.370067,0.00534465
-0.88779,0.728124,-0.340579,0.00625099
-0.865,0.720316,-0.378626,0.00518791
-0.840923,0.73066,-0.35894,0.00587611
-0.829246,0.710889,-0.37539,0.00531151
-0.824222,0.700523,-0.375628,0.00505739
-0.823717,0.710601,-0.391343,0.00469049
-0.823717,0.710601,-0.391343,0.00469049
-0.823717,0.710601,-0.391343,0.00469049
-0.823717,0.710601,-0.391343,0.00469049
-0.830374,0.70243,-0.400638,0.00365325
-0.845419,0.693323,-0.362644,0.00641642
-0.851464,0.705795,-0.400494,0.00369859
-0.833242,0.705342,-0.397472,0.00418856
-0.843934,0.699029,-0.361467,0.00554134
-0.829767,0.687726,-0.425392,0.00306303
-0.828874,0.668029,-0.433487,0.00274685
-0.828874,0.668029,-0.433487,0.00274685
-0.804178,0.685801,-0.421385,0.00301777
-0.792431,0.678405,-0.426639,0.00346669
-0.814444,0.658486,-0.446922,0.00188561
-0.836496,0.681128,-0.435065,0.00342264
-0.824822,0.693683,-0.431744,0.0030908
-0.815106,0.703052,-0.383033,0.00449417
-0.839121,0.681336,-0.422406,0.00309132
-0.844362,0.690521,-0.399153,0.00427413
-0.831905,0.683422,-0.428059,0.00372869
-0.831905,0.683422,-0.428059,0.00372869
-0.822991,0.671956,-0.420443,0.00352172
-0.81147,0.65371,-0.43669,0.00251028
