temp,finalMag,err
0.5,0.015212,0.0442861
0.6,0.00636484,0.0202697
0.7,-0.00760868,0.0104092
0.8,0.00024008,0.00519347
0.9,-0.00093692,0.00405385
1,-0.000137,0.00299061
1.1,-0.00101464,0.00227674
1.2,0.00069384,0.0018744
1.3,-0.00013624,0.00151718
1.4,-0.00034348,0.00134361
1.5,0.00055704,0.00120019
1.6,0.00028216,0.00103262
1.7,9.096e-005,0.000872722
1.8,5.196e-005,0.000767996
1.9,3.22e-005,0.000717678
2,-6.564e-005,0.000669651
