nBlocks,directCall,discreteCall,directCallErr,discreteCallErr,directPut,discretePut,directPutErr,discretePutErr
317,14.9096,15.1409,0.104982,0.118027,5.41841,5.43254,0.048999,0.0491188
318,14.9111,15.1341,0.104662,0.117852,5.42002,5.43371,0.0488716,0.0489785
319,14.9041,15.144,0.104566,0.117897,5.42507,5.42975,0.0489796,0.0489856
320,14.9107,15.1372,0.104451,0.117722,5.42399,5.43373,0.0488386,0.0489946
321,14.9123,15.1323,0.104138,0.117458,5.42322,5.4361,0.0486929,0.0488998
322,14.9033,15.1458,0.10421,0.117866,5.42653,5.4316,0.0486549,0.0489557
323,14.8974,15.1419,0.104056,0.117568,5.42764,5.4275,0.0485172,0.0489764
324,14.8988,15.1508,0.103745,0.117544,5.42662,5.42516,0.0483785,0.0488813
325,14.8842,15.1464,0.104445,0.117265,5.43216,5.42431,0.0485465,0.0487386
326,14.8852,15.1498,0.104131,0.116956,5.43289,5.42504,0.0484034,0.0485947
327,14.8905,15.1463,0.103947,0.116651,5.43139,5.43003,0.0482789,0.0487034
328,14.8941,15.142,0.103691,0.116376,5.42952,5.43267,0.0481681,0.0486267
329,14.9063,15.135,0.104104,0.116233,5.42739,5.44031,0.0480692,0.0490768
330,14.9159,15.1351,0.104232,0.115881,5.42525,5.44086,0.0479714,0.0489315
331,14.9233,15.131,0.104177,0.115606,5.42925,5.44263,0.0479937,0.0488157
332,14.9219,15.1313,0.103873,0.115259,5.42902,5.44197,0.0478499,0.0486733
333,14.9297,15.1392,0.103852,0.115184,5.42597,5.43788,0.047804,0.0486989
334,14.936,15.1373,0.103731,0.114856,5.42833,5.43789,0.0477196,0.0485533
335,14.9318,15.1369,0.103507,0.114515,5.4276,5.43862,0.047583,0.0484142
336,14.9339,15.1397,0.103223,0.114208,5.42487,5.43388,0.04752,0.0485028
337,14.9429,15.1463,0.103309,0.114062,5.42314,5.4333,0.0474107,0.0483625
338,14.9433,15.137,0.103004,0.114106,5.42463,5.43697,0.0472942,0.0483585
339,14.9542,15.1386,0.103278,0.113781,5.42137,5.43648,0.0472677,0.0482185
340,14.9464,15.1341,0.103269,0.113538,5.42416,5.44242,0.0472114,0.0484424
341,14.9403,15.1385,0.103148,0.11329,5.42713,5.44325,0.0471663,0.0483075
342,14.9313,15.1352,0.103236,0.113008,5.42557,5.44697,0.0470542,0.0483103
343,14.9325,15.1359,0.102942,0.112682,5.42382,5.44381,0.0469499,0.0482732
344,14.9319,15.1385,0.102645,0.112384,5.42381,5.43916,0.0468136,0.0483571
345,14.931,15.1378,0.102352,0.112061,5.42578,5.43971,0.0467199,0.0482203
346,14.9241,15.1309,0.102294,0.111951,5.43067,5.43801,0.0468404,0.0481112
347,14.9343,15.1273,0.102513,0.111687,5.42881,5.43962,0.0467426,0.0479997
348,14.9379,15.1222,0.10228,0.111483,5.42507,5.44218,0.0467579,0.0479302
349,14.9398,15.1328,0.102007,0.111664,5.42365,5.44021,0.0466457,0.0478336
350,14.9349,15.1267,0.101836,0.111509,5.42057,5.44203,0.0466149,0.0477318
351,14.9358,15.1224,0.10155,0.111275,5.42043,5.44102,0.0464825,0.0476066
352,14.9419,15.1183,0.101447,0.111037,5.42241,5.44183,0.0463929,0.0474783
353,14.9466,15.1207,0.101268,0.110749,5.41937,5.44204,0.0463618,0.0473445
354,14.94,15.1227,0.101199,0.110455,5.42225,5.44349,0.0463211,0.0472332
355,14.9507,15.1215,0.101482,0.110151,5.41893,5.44465,0.0463104,0.0471147
356,14.9446,15.1221,0.101379,0.109844,5.41591,5.44236,0.0462792,0.0470385
357,14.9468,15.1235,0.101118,0.109545,5.41311,5.44031,0.0462346,0.0469517
358,14.9359,15.1139,0.101425,0.109661,5.41552,5.4412,0.0461687,0.0468292
359,14.9373,15.1147,0.101152,0.109359,5.41708,5.44253,0.0460666,0.046718
360,14.9324,15.1182,0.10099,0.109112,5.41982,5.43886,0.0460207,0.0467323
361,14.9432,15.1179,0.101288,0.10881,5.41624,5.43847,0.0460328,0.0466047
362,14.9343,15.1084,0.101396,0.108927,5.41617,5.44075,0.0459058,0.0465322
363,14.938,15.1113,0.101183,0.108667,5.41425,5.43789,0.0458199,0.046492
364,14.9319,15.1102,0.101089,0.108375,5.41725,5.43911,0.0457926,0.0463805
365,14.9364,15.1112,0.100912,0.108084,5.41344,5.44055,0.045826,0.046276
366,14.9362,15.114,0.100637,0.107824,5.4149,5.43712,0.0457244,0.0462775
367,14.9353,15.1112,0.100367,0.107567,5.41576,5.43924,0.045608,0.0462005
368,14.9355,15.113,0.100095,0.10729,5.41737,5.44029,0.0455126,0.0460872
369,14.9397,15.1128,0.0999133,0.107,5.41379,5.4408,0.0455299,0.0459653
370,14.938,15.1147,0.0996587,0.106729,5.41506,5.43875,0.0454246,0.0458872
371,14.9377,15.1069,0.099391,0.106729,5.41808,5.44186,0.0454028,0.0458693
372,14.9415,15.1043,0.0991984,0.106473,5.4219,5.44299,0.045442,0.04576
373,14.9385,15.1063,0.0989774,0.106206,5.42356,5.44345,0.0453509,0.0456398
374,14.9403,15.1098,0.0987297,0.10598,5.42293,5.44725,0.0452342,0.045677
375,14.9387,15.1071,0.0984806,0.105733,5.42377,5.44614,0.0451216,0.0455689
376,14.9337,15.0993,0.0983427,0.105741,5.42201,5.44847,0.045036,0.0455073
377,14.9307,15.0893,0.0981287,0.105929,5.42155,5.44887,0.0449191,0.0453886
378,14.9277,15.0997,0.0979166,0.106162,5.42095,5.44928,0.0448044,0.0452705
379,14.9244,15.0953,0.0977147,0.105976,5.42173,5.45202,0.0446932,0.0452341
380,14.9266,15.0884,0.0974826,0.105921,5.42046,5.4509,0.044594,0.0451291
381,14.9227,15.0922,0.0973058,0.105711,5.4237,5.44881,0.0445949,0.0450593
382,14.923,15.1029,0.0970521,0.105977,5.42375,5.4443,0.0444784,0.0451667
383,14.9208,15.0981,0.0968258,0.105811,5.42551,5.44625,0.0443971,0.0450911
384,14.9112,15.0966,0.0970433,0.105546,5.42234,5.44919,0.044395,0.0450693
385,14.909,15.1003,0.0968182,0.105335,5.42149,5.45026,0.0442879,0.0449652
386,14.9097,15.0926,0.0965709,0.105341,5.41851,5.45089,0.0442737,0.0448533
387,14.9197,15.0864,0.0968377,0.105254,5.42077,5.45554,0.0442169,0.0449788
388,14.9259,15.0853,0.0967848,0.104988,5.41906,5.45655,0.0441361,0.0448744
389,14.9176,15.0773,0.0968954,0.105027,5.41939,5.45497,0.044024,0.044787
390,14.9121,15.0674,0.0968034,0.105223,5.41956,5.46012,0.0439116,0.0449678
391,14.9108,15.0557,0.0965643,0.105608,5.41904,5.45918,0.0438027,0.0448628
392,14.91,15.0553,0.0963219,0.10534,5.41986,5.4581,0.0436988,0.0447616
393,14.9103,15.0517,0.0960778,0.105133,5.42132,5.46015,0.0436124,0.0446948
394,14.8998,15.0458,0.0964111,0.105035,5.42301,5.46049,0.0435344,0.0445828
395,14.9006,15.0542,0.0961708,0.105102,5.42157,5.46166,0.0434482,0.0444854
396,14.9069,15.0567,0.0961313,0.104868,5.42013,5.46058,0.0433623,0.0443862
397,14.9018,15.0603,0.0960229,0.104665,5.41962,5.46136,0.0432562,0.0442813
398,14.8953,15.0636,0.0960036,0.104454,5.42551,5.46092,0.0435473,0.0441723
399,14.8952,15.0703,0.0957634,0.104408,5.42614,5.45963,0.0434429,0.0440805
400,14.8933,15.0705,0.0955417,0.104148,5.42919,5.45686,0.0434413,0.0440577
401,14.9052,15.0756,0.0960336,0.104014,5.4276,5.45377,0.0433621,0.0440563
402,14.8965,15.0808,0.0961818,0.103886,5.42806,5.45206,0.0432567,0.0439802
403,14.9018,15.0823,0.0960857,0.10364,5.42665,5.45137,0.0431726,0.0438766
404,14.9066,15.0785,0.0959706,0.103455,5.42352,5.45054,0.0431793,0.0437761
405,14.9019,15.0817,0.0958502,0.10325,5.42692,5.45169,0.0432066,0.0436833
406,14.9042,15.0829,0.0956415,0.103002,5.42866,5.44994,0.0431355,0.0436109
407,14.9062,15.0773,0.0954273,0.102901,5.43061,5.45351,0.043074,0.0436501
408,14.9022,15.064,0.0952749,0.103503,5.4316,5.45447,0.0429797,0.0435538
409,14.8979,15.0634,0.0951391,0.103252,5.43464,5.45884,0.042983,0.0436672
410,14.8936,15.0671,0.0950076,0.103069,5.43271,5.46056,0.042922,0.0435945
411,14.8938,15.0685,0.0947771,0.102828,5.43292,5.45963,0.0428182,0.0434984
412,14.8864,15.0605,0.0948407,0.102891,5.42921,5.4609,0.0428745,0.0434116
413,14.8961,15.0551,0.0951122,0.102785,5.42854,5.46199,0.0427762,0.0433203
414,14.8991,15.052,0.0949292,0.102584,5.42613,5.4602,0.0427406,0.0432527
415,14.9025,15.0423,0.0947633,0.10279,5.42735,5.46122,0.0426552,0.0431606
416,14.8991,15.0433,0.0945986,0.102548,5.42799,5.4586,0.0425576,0.0431366
417,14.8972,15.0534,0.0943919,0.102801,5.4325,5.45706,0.0426944,0.043061
418,14.8986,15.0554,0.0941768,0.102575,5.43719,5.45578,0.0428499,0.0429769
419,14.8927,15.052,0.0941366,0.102388,5.43922,5.45506,0.0427958,0.0428806
420,14.8965,15.0537,0.09399,0.10216,5.4383,5.45547,0.0427038,0.0427805
421,14.9038,15.0611,0.0940504,0.102182,5.43535,5.45273,0.0427048,0.0427667
422,14.9039,15.059,0.0938279,0.101961,5.43564,5.45357,0.0426047,0.0426737
423,14.9025,15.0577,0.0936166,0.101729,5.43577,5.45401,0.0425043,0.0425752
424,14.8974,15.0514,0.0935343,0.101684,5.43613,5.45436,0.0424057,0.0424764
425,14.891,15.0444,0.0935376,0.101685,5.43832,5.45471,0.0423625,0.042378
426,14.8901,15.0486,0.093322,0.101532,5.43714,5.45358,0.0422797,0.0422939
427,14.8902,15.0478,0.0931038,0.101297,5.43441,5.45493,0.042269,0.0422164
428,14.8891,15.0391,0.092893,0.101436,5.43474,5.45548,0.0421717,0.0421215
429,14.8868,15.0302,0.0927037,0.101585,5.43679,5.45426,0.0421236,0.0420413
430,14.8887,15.0356,0.0925062,0.101493,5.43491,5.45232,0.0420682,0.0419881
431,14.894,15.0365,0.0924462,0.101262,5.43544,5.45246,0.0419741,0.041891
432,14.8934,15.0308,0.0922346,0.101192,5.43609,5.45358,0.041882,0.0418093
433,14.8933,15.0312,0.0920218,0.100959,5.44032,5.45417,0.0419998,0.041717
434,14.8935,15.0335,0.0918103,0.100754,5.44035,5.4568,0.0419032,0.0417044
435,14.8968,15.0303,0.0916584,0.100574,5.43962,5.45507,0.0418134,0.0416447
436,14.8962,15.0317,0.0914502,0.100353,5.44225,5.45466,0.0418003,0.0415513
437,14.887,15.0254,0.0917053,0.10032,5.44707,5.45431,0.041983,0.0414578
438,14.8846,15.0249,0.0915288,0.100093,5.44574,5.45501,0.0419085,0.0413693
439,14.8858,15.0193,0.0913287,0.10002,5.44715,5.4561,0.0418369,0.0412895
440,14.8817,15.0258,0.0912155,0.100002,5.44481,5.45734,0.041807,0.0412143
441,14.8741,15.0244,0.0913189,0.0997852,5.44848,5.4609,0.0418735,0.041275
442,14.8833,15.0231,0.0915722,0.0995684,5.45075,5.46109,0.0418405,0.0411822
443,14.8731,15.0137,0.0919375,0.0997876,5.45316,5.4658,0.0418154,0.0413574
444,14.8681,15.0115,0.091863,0.0995877,5.45398,5.46455,0.0417293,0.0412832
445,14.8731,15.0132,0.0917879,0.0993795,5.45429,5.46443,0.0416368,0.0411907
446,14.8716,15.0151,0.0915942,0.0991748,5.45307,5.46394,0.0415613,0.0411013
447,14.8739,15.0111,0.0914179,0.0990328,5.45357,5.46636,0.0414714,0.0410807
448,14.8735,15.0151,0.0912149,0.098893,5.45352,5.46602,0.041379,0.0409905
449,14.8798,15.0155,0.0912328,0.0986736,5.45008,5.46503,0.0414299,0.0409114
450,14.8756,15.0185,0.0911261,0.0985014,5.45141,5.46575,0.0413593,0.0408269
451,14.8687,15.0196,0.0911886,0.0982891,5.45371,5.46563,0.0413319,0.0407367
452,14.8612,15.0136,0.0912977,0.0982564,5.45634,5.46933,0.0413242,0.0408151
453,14.8613,15.0144,0.0910964,0.0980436,5.45592,5.46724,0.0412352,0.0407792
454,14.8618,15.0211,0.0908978,0.0980543,5.45665,5.46641,0.041151,0.0406979
455,14.864,15.0327,0.0907229,0.0985309,5.45367,5.46463,0.0411688,0.0406475
456,14.8637,15.0268,0.0905246,0.0984918,5.45394,5.46323,0.0410795,0.0405824
457,14.8602,15.0292,0.0903949,0.0983047,5.45455,5.45942,0.0409944,0.0406726
458,14.8582,15.0183,0.0902182,0.0986958,5.45506,5.46106,0.0409081,0.0406168
459,14.862,15.0194,0.0901005,0.098487,5.45561,5.46097,0.0408228,0.0405285
460,14.8587,15.0115,0.0899646,0.0985899,5.45567,5.46255,0.0407342,0.0404713
461,14.8548,15.0137,0.0898558,0.0984004,5.45767,5.46101,0.0406953,0.0404128
462,14.8505,15.0122,0.0897644,0.0981977,5.45725,5.46312,0.0406094,0.0403803
463,14.8562,15.0186,0.0897512,0.0981933,5.45788,5.46192,0.0405267,0.040311
464,14.8579,15.0223,0.0895735,0.0980503,5.45823,5.45908,0.0404409,0.0403245
465,14.8565,15.0229,0.0893917,0.0978418,5.45618,5.45768,0.0404063,0.0402621
466,14.8585,15.0225,0.0892223,0.0976329,5.45503,5.45687,0.0403358,0.040184
467,14.8613,15.0193,0.0890758,0.0974757,5.45186,5.45597,0.0403743,0.0401081
468,14.8627,15.0199,0.0888973,0.097269,5.45014,5.45982,0.0403248,0.0402073
469,14.8592,15.0182,0.0887789,0.0970765,5.45028,5.46006,0.0402391,0.0401224
470,14.8625,15.0171,0.0886515,0.0968763,5.44859,5.45854,0.0401892,0.0400661
471,14.8589,15.024,0.0885338,0.0969156,5.4467,5.45865,0.0401485,0.0399813
472,14.8603,15.0222,0.0883562,0.0967268,5.45029,5.46195,0.0402244,0.0400334
473,14.8606,15.0227,0.0881702,0.0965241,5.44747,5.46385,0.0402384,0.0399938
474,14.8629,15.0177,0.0880148,0.0964544,5.44703,5.4639,0.0401561,0.0399095
475,14.8628,15.0104,0.0878298,0.0965251,5.44752,5.46393,0.0400746,0.0398256
476,14.8609,15.0082,0.0876664,0.0963469,5.44626,5.46553,0.0400104,0.0397745
477,14.8604,15.0175,0.0874842,0.0965947,5.44447,5.46437,0.0399668,0.0397084
478,14.8649,15.0183,0.0874163,0.0963954,5.44422,5.46168,0.0398841,0.0397165
479,14.8669,15.0179,0.0872587,0.096195,5.44298,5.46003,0.0398202,0.0396678
480,14.8719,15.022,0.0872178,0.0960833,5.44402,5.46004,0.0397509,0.0395852
481,14.8652,15.0152,0.0872919,0.0961294,5.44357,5.46206,0.0396709,0.0395548
482,14.8612,15.0171,0.0872023,0.0959506,5.44739,5.45898,0.0397721,0.0395934
483,14.8643,15.0143,0.0870763,0.0957936,5.44841,5.46016,0.039703,0.0395291
484,14.8698,15.0191,0.0870714,0.0957161,5.44662,5.45915,0.0396616,0.0394604
485,14.869,15.025,0.0868957,0.0957027,5.44774,5.45702,0.0395959,0.0394366
486,14.878,15.0244,0.0871793,0.0955081,5.44557,5.45799,0.0395742,0.0393673
487,14.8799,15.0243,0.0870208,0.0953123,5.44363,5.45833,0.0395406,0.0392881
488,14.8843,15.0232,0.0869529,0.0951229,5.44328,5.45848,0.0394612,0.0392079
489,14.8837,15.034,0.0867769,0.0955385,5.44309,5.45573,0.039381,0.0392244
490,14.8819,15.0383,0.0866206,0.0954386,5.44284,5.45333,0.0393015,0.0392181
491,14.8814,15.0375,0.0864456,0.0952478,5.44467,5.45297,0.0392641,0.0391399
492,14.8818,15.0383,0.0862711,0.0950581,5.44775,5.45284,0.0393054,0.0390606
493,14.885,15.0355,0.086157,0.0949057,5.44504,5.45124,0.0393192,0.039014
494,14.8808,15.0351,0.0860868,0.0947146,5.44605,5.45125,0.0392525,0.0389351
495,14.8786,15.0328,0.0859429,0.0945526,5.44702,5.45205,0.0391854,0.0388646
496,14.8793,15.0324,0.0857729,0.0943627,5.44382,5.45448,0.0392374,0.038863
497,14.8873,15.0321,0.0859742,0.0941738,5.44256,5.45357,0.0391789,0.0387956
498,14.8864,15.0374,0.0858068,0.094139,5.44224,5.45281,0.0391016,0.0387252
499,14.8831,15.0362,0.0856954,0.0939591,5.44506,5.45503,0.0391254,0.0387113
500,14.8856,15.0332,0.0855587,0.0938186,5.44137,5.45598,0.0392216,0.0386456
501,14.884,15.0364,0.0854018,0.0936869,5.44218,5.45299,0.0391518,0.038684
502,14.8815,15.0371,0.0852691,0.093503,5.44282,5.45263,0.0390791,0.0386087
503,14.8854,15.0393,0.0851896,0.0933437,5.44372,5.45168,0.0390119,0.0385438
504,14.8824,15.0384,0.085073,0.0931633,5.44326,5.45386,0.0389373,0.0385291
505,14.8858,15.0473,0.0849719,0.0934094,5.44022,5.45039,0.0389787,0.0386091
506,14.8841,15.0502,0.084821,0.09327,5.44033,5.4502,0.0389019,0.0385333
507,14.8861,15.0491,0.0846777,0.0930928,5.43931,5.4508,0.0388385,0.038462
508,14.8926,15.0522,0.0847575,0.0929604,5.44031,5.45017,0.0387748,0.0383916
509,14.8935,15.0483,0.0845961,0.0928597,5.44205,5.45145,0.0387381,0.0383376
510,14.8912,15.0467,0.0844623,0.092691,5.44308,5.45282,0.038676,0.038287
511,14.8828,15.0506,0.0847158,0.0925886,5.44481,5.45201,0.038639,0.0382206
512,14.8812,15.0544,0.0845649,0.0924887,5.44535,5.45127,0.0385674,0.0381533
513,14.8779,15.0497,0.0844653,0.0924294,5.44563,5.45274,0.0384933,0.0381074
514,14.8761,15.0442,0.08432,0.0924146,5.44657,5.45391,0.0384299,0.0380512
515,14.878,15.0435,0.0841776,0.0922377,5.44553,5.45405,0.0383694,0.0379776
516,14.8792,15.0456,0.0840228,0.0920823,5.44531,5.452,0.0382958,0.0379596
517,14.8819,15.0509,0.0839046,0.0920557,5.44621,5.45113,0.0382324,0.0378963
518,14.883,15.0531,0.0837504,0.0919061,5.44609,5.45102,0.0381588,0.0378233
519,14.8784,15.0467,0.0837172,0.0919551,5.44608,5.44976,0.0380854,0.0377718
520,14.8737,15.0426,0.0836895,0.0918684,5.45066,5.44765,0.0382878,0.0377579
521,14.8693,15.0408,0.0836455,0.0917101,5.45136,5.45132,0.0382206,0.0378629
522,14.8707,15.0336,0.0834971,0.0918168,5.45169,5.45146,0.038149,0.0377907
523,14.8649,15.0321,0.0835366,0.0916547,5.45229,5.45056,0.0380808,0.0377294
524,14.8615,15.0294,0.0834454,0.0915184,5.4539,5.45197,0.0380419,0.0376838
525,14.8578,15.0245,0.083369,0.0914738,5.45436,5.45331,0.0379724,0.0376361
526,14.8533,15.0223,0.0833322,0.0913279,5.45859,5.45521,0.0381358,0.0376128
527,14.8502,15.0178,0.0832348,0.0912638,5.45981,5.45306,0.0380831,0.0376035
528,14.8483,15.0142,0.0830974,0.0911637,5.45838,5.45345,0.0380382,0.0375344
529,14.8578,15.0156,0.0834763,0.091003,5.45644,5.45512,0.0380158,0.0375007
530,14.855,15.0152,0.0833653,0.0908325,5.45889,5.45399,0.0380232,0.0374471
531,14.8541,15.0116,0.0832138,0.0907343,5.46088,5.45292,0.038004,0.037392
532,14.857,15.0092,0.083109,0.0905957,5.45791,5.45503,0.0380493,0.0373817
533,14.858,15.0075,0.0829596,0.0904417,5.45904,5.45434,0.0379949,0.0373181
534,14.859,15.0115,0.0828106,0.0903609,5.45981,5.45283,0.0379316,0.0372788
535,14.8526,15.0124,0.0829047,0.0901967,5.4626,5.45248,0.0379633,0.0372108
536,14.8522,15.0131,0.0827512,0.0900319,5.46339,5.45122,0.0379008,0.0371628
537,14.8559,15.0153,0.082679,0.0898914,5.46245,5.44912,0.037842,0.0371531
538,14.8514,15.0204,0.082646,0.0898695,5.46076,5.44886,0.0378094,0.037085
539,14.8506,15.0219,0.0824962,0.089715,5.4599,5.44924,0.0377492,0.0370183
540,14.8469,15.0199,0.0824266,0.0895706,5.45961,5.45153,0.0376805,0.0370208
541,14.8489,15.0206,0.0822968,0.0894075,5.4572,5.4521,0.0376878,0.0369567
542,14.8415,15.0208,0.0824768,0.089243,5.45766,5.45331,0.0376211,0.0369085
543,14.838,15.0199,0.0823978,0.0890839,5.45821,5.45248,0.0375558,0.0368498
544,14.8361,15.0135,0.0822684,0.0891493,5.46014,5.45316,0.0375367,0.0367885
545,14.8377,15.0158,0.0821331,0.0890157,5.46185,5.45402,0.0375068,0.0367311
546,14.8363,15.0103,0.0819947,0.0890212,5.46259,5.45556,0.0374454,0.0366959
547,14.8353,15.0122,0.0818517,0.0888795,5.46214,5.45644,0.0373797,0.0366397
548,14.8339,15.0093,0.0817132,0.0887665,5.46221,5.45553,0.0373117,0.0365842
549,14.8308,15.0155,0.0816243,0.0888233,5.46471,5.45474,0.0373275,0.0365261
550,14.8324,15.0163,0.0814916,0.0886654,5.46364,5.45298,0.0372751,0.0365025
551,14.8338,15.0179,0.0813556,0.0885197,5.46309,5.45382,0.0372116,0.036446
552,14.8351,15.0182,0.0812194,0.0883598,5.46194,5.44998,0.0371621,0.0365824
553,14.8415,15.0182,0.0813259,0.0882001,5.46172,5.44963,0.0370956,0.036518
554,14.8443,15.0183,0.081227,0.0880411,5.46238,5.45146,0.0370345,0.0364984
555,14.8549,15.0236,0.0817707,0.0880409,5.46009,5.45059,0.0370389,0.0364433
556,14.8618,15.0237,0.0819125,0.0878828,5.45654,5.44913,0.0371427,0.0364072
557,14.8593,15.0302,0.0818032,0.0879623,5.45851,5.44987,0.0371285,0.0363495
558,14.8621,15.0336,0.0817036,0.0878709,5.45706,5.45043,0.0370902,0.0362888
559,14.8547,15.0349,0.0818892,0.087724,5.45701,5.44945,0.0370239,0.0362371
560,14.8541,15.0376,0.0817455,0.0876087,5.4564,5.45102,0.0369629,0.0362064
561,14.8568,15.0318,0.0816464,0.0876456,5.4539,5.4515,0.0369815,0.0361451
562,14.8546,15.0279,0.0815312,0.0875772,5.45264,5.45153,0.0369372,0.0360808
563,14.849,15.0256,0.0815799,0.087451,5.45435,5.45225,0.0369113,0.036024
564,14.8459,15.02,0.0814963,0.0874781,5.45212,5.45585,0.0369137,0.0361398
565,14.8482,15.0191,0.0813848,0.087328,5.45151,5.456,0.0368534,0.0360762
566,14.8488,15.0232,0.0812434,0.0872685,5.44993,5.45481,0.0368226,0.0360321
567,14.8488,15.0228,0.0811003,0.0871154,5.45108,5.456,0.036776,0.0359883
568,14.8538,15.0244,0.081115,0.086976,5.45056,5.45479,0.036715,0.0359453
569,14.8485,15.0178,0.0811496,0.0870703,5.45172,5.45386,0.0366687,0.0358942
570,14.8447,15.0176,0.0810957,0.0869179,5.45303,5.45448,0.036628,0.0358367
571,14.85,15.0166,0.0811298,0.0867721,5.45334,5.4527,0.0365651,0.0358181
572,14.8488,15.0208,0.0809974,0.0867247,5.45172,5.45314,0.036537,0.0357583
573,14.8453,15.0216,0.0809339,0.0865766,5.45455,5.45408,0.0365832,0.0357081
574,14.8429,15.0204,0.0808273,0.0864335,5.45351,5.45473,0.0365343,0.035652
575,14.8401,15.028,0.080736,0.086618,5.4574,5.45319,0.0366768,0.0356233
576,14.8435,15.0274,0.0806671,0.0864698,5.45855,5.45445,0.0366314,0.0355838
577,14.8514,15.0287,0.080919,0.0863291,5.45938,5.45369,0.0365773,0.0355304
578,14.8487,15.0311,0.0808246,0.0862154,5.45913,5.45369,0.036515,0.035469
579,14.8447,15.0293,0.0807835,0.0860856,5.45818,5.45393,0.0364643,0.0354086
580,14.8434,15.03,0.0806548,0.0859398,5.45727,5.45328,0.0364128,0.0353536
581,14.8436,15.0278,0.0805163,0.0858208,5.45549,5.45272,0.036394,0.0352974
582,14.8463,15.0256,0.0804216,0.0857015,5.45447,5.45097,0.0363457,0.0352797
583,14.8404,15.0214,0.0804963,0.085657,5.45364,5.45319,0.0362928,0.0352888
584,14.8388,15.0202,0.0803756,0.0855181,5.4538,5.45346,0.0362311,0.0352295
585,14.8373,15.0146,0.080251,0.0855561,5.45541,5.45677,0.0362053,0.0353246
586,14.8333,15.0119,0.0802147,0.0854527,5.45402,5.45936,0.0361703,0.0353593
587,14.834,15.0116,0.0800814,0.0853079,5.45463,5.45817,0.0361139,0.0353192
588,14.8357,15.0148,0.0799632,0.085222,5.4564,5.45706,0.036096,0.0352764
589,14.8384,15.0105,0.0798725,0.0851855,5.45621,5.4593,0.0360353,0.0352877
590,14.8379,15.0147,0.0797392,0.0851438,5.45535,5.45759,0.0359845,0.0352697
591,14.834,15.009,0.0796987,0.0851908,5.45632,5.45818,0.0359367,0.0352151
592,14.8324,15.0071,0.0795796,0.0850679,5.4557,5.45806,0.0358815,0.0351558
593,14.8315,14.9991,0.0794505,0.0853018,5.45519,5.45906,0.0358246,0.0351108
594,14.8322,14.9981,0.0793197,0.0851634,5.45407,5.45908,0.0357819,0.0350517
595,14.8318,15.0004,0.0791874,0.0850519,5.45306,5.45778,0.0357362,0.0350172
596,14.8315,15.0021,0.0790554,0.0849257,5.45437,5.4553,0.0357003,0.0350462
597,14.8375,15.0055,0.0791514,0.0848504,5.45227,5.45319,0.0357023,0.035051
598,14.8338,15.0037,0.0791052,0.0847269,5.45208,5.45447,0.0356431,0.0350156
599,14.8352,15.0006,0.0789853,0.0846436,5.44868,5.45587,0.0357458,0.0349853
600,14.84,14.9949,0.0790011,0.0846938,5.44952,5.45813,0.0356962,0.0350004
601,14.8386,14.9967,0.0788824,0.0845729,5.45209,5.45795,0.0357289,0.0349427
602,14.8469,14.9977,0.0791861,0.0844386,5.45021,5.45741,0.0357191,0.0348888
603,14.8461,14.9976,0.0790587,0.0842988,5.44866,5.45576,0.0356935,0.03487
604,14.8481,14.9943,0.0789539,0.0842219,5.44893,5.45242,0.0356355,0.0349725
605,14.8529,14.9892,0.0789678,0.0842388,5.44759,5.45039,0.0356019,0.0349736
606,14.8524,14.9852,0.0788389,0.0841948,5.44931,5.45105,0.0355849,0.0349221
607,14.8499,14.9853,0.0787485,0.0840562,5.44954,5.4499,0.035527,0.0348836
608,14.8489,14.9829,0.0786256,0.0839517,5.45248,5.449,0.0355904,0.0348379
609,14.8464,14.9843,0.0785385,0.0838255,5.45324,5.44955,0.0355402,0.0347851
610,14.8429,14.9872,0.0784874,0.0837409,5.45264,5.44954,0.035487,0.0347281
611,14.8518,14.9891,0.0788679,0.0836254,5.45187,5.44941,0.0354375,0.0346716
612,14.8582,14.9906,0.079,0.0835022,5.44984,5.44966,0.0354378,0.0346158
613,14.8605,14.9901,0.0789036,0.0833677,5.45091,5.44908,0.0353962,0.0345641
614,14.8613,14.9878,0.0787793,0.0832642,5.45172,5.45063,0.035348,0.0345427
615,14.8602,14.9921,0.0786593,0.08324,5.45148,5.45138,0.0352913,0.0344947
616,14.8568,14.9911,0.0786032,0.0831113,5.44848,5.45147,0.0353616,0.0344388
617,14.8592,14.9881,0.0785111,0.0830313,5.44661,5.4501,0.035354,0.0344102
618,14.8579,14.9907,0.0783946,0.0829385,5.4453,5.44919,0.0353209,0.0343665
619,14.8565,14.9882,0.0782809,0.082842,5.44569,5.44904,0.035266,0.0343113
620,14.8517,14.9853,0.0782991,0.0827592,5.44946,5.45106,0.0354104,0.0343152
621,14.8479,14.9865,0.0782682,0.0826349,5.45066,5.45121,0.035374,0.0342603
622,14.8512,14.9805,0.0782123,0.0827169,5.44938,5.45377,0.0353403,0.034301
623,14.8552,14.9809,0.0781893,0.0825848,5.45031,5.45473,0.0352957,0.0342596
624,14.8528,14.9835,0.0780997,0.0824965,5.44971,5.45532,0.0352443,0.0342098
625,14.8555,14.9865,0.0780225,0.082416,5.4479,5.45523,0.0352345,0.0341552
626,14.8566,14.9968,0.0779058,0.0829329,5.44738,5.45326,0.0351821,0.0341575
