nBlocks,directCall,discreteCall,directCallErr,discreteCallErr,directPut,discretePut,directPutErr,discretePutErr
627,14.8572,14.9928,0.0777834,0.082896,5.44977,5.45563,0.0352073,0.0341854
628,14.8572,14.9941,0.0776597,0.0827734,5.44998,5.45488,0.0351519,0.0341394
629,14.8551,14.996,0.0775655,0.0826638,5.45091,5.45496,0.0351087,0.0340853
630,14.8525,14.9966,0.077487,0.0825352,5.44999,5.45426,0.0350651,0.0340385
631,14.8501,14.9988,0.0774017,0.0824325,5.45158,5.45126,0.0350458,0.0341167
632,14.8518,15.0011,0.0772996,0.0823339,5.45311,5.44777,0.0350238,0.0342409
633,14.8525,14.9988,0.0771801,0.0822349,5.45188,5.45021,0.0349904,0.0342736
634,14.8534,14.9983,0.0770646,0.0821066,5.45276,5.45049,0.0349464,0.0342208
635,14.8518,15.0032,0.0769606,0.0821204,5.45415,5.44857,0.0349188,0.0342212
636,14.8563,15.0032,0.0769725,0.0819914,5.45455,5.44905,0.0348663,0.0341709
637,14.8533,15.0025,0.0769125,0.0818658,5.4553,5.44849,0.0348197,0.034122
638,14.8572,14.9974,0.0768903,0.0818938,5.45395,5.45075,0.0347912,0.0341434
639,14.8588,14.9936,0.0767875,0.0818577,5.45183,5.4537,0.0348014,0.0342172
640,14.8622,14.9925,0.0767426,0.081737,5.44999,5.45444,0.0347955,0.0341718
641,14.8587,14.9934,0.0767004,0.081615,5.45246,5.45373,0.0348289,0.034126
642,14.8603,14.9938,0.076596,0.0814888,5.45311,5.4528,0.0347807,0.0340856
643,14.8592,14.9866,0.0764839,0.0816815,5.45275,5.45635,0.0347285,0.0342175
644,14.8583,14.9882,0.0763712,0.0815703,5.45152,5.45543,0.0346966,0.0341767
645,14.857,14.9859,0.076263,0.081475,5.45324,5.45472,0.0346855,0.0341313
646,14.8595,14.9894,0.0761839,0.0814236,5.45351,5.45423,0.0346329,0.034082
647,14.8547,14.9953,0.0762119,0.0815095,5.45474,5.45075,0.0346014,0.0342065
648,14.8549,14.9936,0.0760946,0.0814015,5.4547,5.45151,0.034548,0.0341622
649,14.8562,14.995,0.0759886,0.0812885,5.45517,5.45199,0.034498,0.0341131
650,14.8504,14.9965,0.0761001,0.0811785,5.45625,5.45277,0.0344619,0.0340696
651,14.8499,14.9963,0.0759849,0.0810541,5.45665,5.45225,0.0344113,0.0340213
652,14.8488,14.9956,0.0758753,0.0809328,5.45692,5.45245,0.0343596,0.0339698
653,14.851,14.9961,0.075791,0.0808104,5.45507,5.45303,0.0343569,0.0339228
654,14.8514,14.9954,0.0756759,0.0806907,5.4545,5.45242,0.0343091,0.0338765
655,14.8509,14.9981,0.0755619,0.0806161,5.45465,5.45196,0.0342571,0.0338279
656,14.849,14.9983,0.0754722,0.0804934,5.45476,5.45238,0.0342051,0.0337789
657,14.8509,14.9987,0.075383,0.0803723,5.4558,5.45288,0.0341687,0.0337313
658,14.8446,14.9986,0.0755371,0.0802505,5.45794,5.45184,0.034184,0.0336963
659,14.8376,14.9991,0.0757456,0.0801309,5.46091,5.45128,0.0342612,0.0336498
660,14.837,14.9941,0.0756327,0.0801666,5.46207,5.45302,0.034229,0.0336437
661,14.8378,14.9911,0.0755223,0.0801042,5.46101,5.45504,0.0341937,0.0336538
662,14.8405,14.991,0.0754547,0.0799833,5.46218,5.45509,0.0341622,0.033603
663,14.8358,14.9928,0.0754831,0.0798812,5.46282,5.455,0.0341167,0.0335525
664,14.8362,14.9934,0.0753705,0.0797637,5.46244,5.45451,0.0340675,0.0335056
665,14.8359,14.9909,0.075258,0.0796846,5.46247,5.45635,0.0340163,0.0335059
666,14.8412,14.9863,0.075337,0.0796982,5.46258,5.45848,0.0339654,0.0335232
667,14.8434,14.9805,0.0752551,0.0797847,5.46193,5.46019,0.0339207,0.0335166
668,14.8468,14.9786,0.0752198,0.0796882,5.46299,5.45976,0.0338865,0.0334693
669,14.8458,14.9786,0.0751147,0.0795691,5.46206,5.46244,0.0338488,0.0335264
670,14.8469,14.9785,0.0750121,0.0794506,5.46177,5.46281,0.0337995,0.0334786
671,14.8412,14.9812,0.0751163,0.0793792,5.46322,5.46178,0.0337803,0.0334446
672,14.8416,14.984,0.0750056,0.0793095,5.46355,5.45974,0.0337316,0.0334573
673,14.8435,14.9888,0.0749176,0.0793382,5.46185,5.46056,0.0337244,0.0334177
674,14.8409,14.9907,0.0748516,0.0792439,5.46245,5.45919,0.0336797,0.0333959
675,14.8475,14.9933,0.0750273,0.0791685,5.46181,5.45789,0.0336358,0.0333718
676,14.8502,14.9917,0.074965,0.0790681,5.46125,5.45724,0.0335908,0.0333289
677,14.8454,14.9934,0.0750031,0.078971,5.46008,5.45935,0.0335616,0.0333465
678,14.8441,14.9912,0.0749038,0.0788877,5.46167,5.45938,0.0335501,0.0332973
679,14.8446,14.9894,0.0747949,0.0787901,5.46205,5.45843,0.0335029,0.033262
680,14.847,14.9879,0.0747253,0.0786895,5.46068,5.45728,0.0334816,0.0332327
681,14.8454,14.9862,0.0746344,0.0785923,5.46018,5.45704,0.0334362,0.0331848
682,14.8389,14.986,0.0748039,0.0784775,5.4622,5.45795,0.0334479,0.0331488
683,14.835,14.9916,0.0747962,0.0785671,5.46489,5.45708,0.0335076,0.0331118
684,14.8377,14.989,0.0747368,0.0784962,5.46678,5.45798,0.0335117,0.0330758
685,14.8412,14.9862,0.0747061,0.0784307,5.46607,5.45601,0.0334703,0.0330865
686,14.8451,14.9874,0.0747033,0.0783247,5.46681,5.45484,0.0334297,0.033059
687,14.8458,14.9895,0.0745978,0.0782397,5.46694,5.45395,0.0333813,0.0330229
688,14.8487,14.9951,0.0745469,0.0783239,5.46709,5.45416,0.0333332,0.0329756
689,14.8502,14.991,0.0744522,0.0783144,5.46702,5.45539,0.0332849,0.0329504
690,14.8469,14.987,0.0744151,0.0783036,5.46716,5.45375,0.033237,0.0329435
691,14.8474,14.9876,0.0743091,0.0781924,5.46534,5.45159,0.0332392,0.0329664
692,14.8443,14.9855,0.0742679,0.0781066,5.46525,5.45128,0.0331913,0.0329203
693,14.8431,14.9874,0.0741696,0.0780158,5.46601,5.44953,0.0331522,0.0329191
694,14.842,14.9865,0.0740713,0.0779086,5.46544,5.44763,0.0331092,0.0329268
695,14.8438,14.986,0.0739875,0.0777982,5.46297,5.44798,0.0331544,0.0328813
696,14.8473,14.9866,0.0739633,0.0776887,5.46238,5.44773,0.0331119,0.0328351
697,14.8484,14.9856,0.0738655,0.0775839,5.46309,5.44594,0.0330721,0.0328366
698,14.8481,14.9855,0.0737604,0.0774728,5.4638,5.44411,0.0330323,0.032841
699,14.8512,14.9866,0.0737197,0.077369,5.46213,5.44409,0.0330273,0.032794
700,14.8515,14.9896,0.073615,0.0773172,5.46472,5.44445,0.0330817,0.0327491
701,14.8528,14.9853,0.0735224,0.0773264,5.46281,5.4461,0.03309,0.032744
702,14.8543,14.9859,0.0734318,0.0772187,5.4631,5.4451,0.0330441,0.0327126
703,14.8513,14.9866,0.0733868,0.0771126,5.46312,5.4454,0.0329972,0.0326675
704,14.852,14.9852,0.073286,0.0770166,5.46379,5.44395,0.0329572,0.0326536
705,14.8513,14.9847,0.0731853,0.0769089,5.4647,5.44338,0.0329231,0.0326122
706,14.8501,14.9852,0.0730927,0.0768013,5.4627,5.443,0.0329376,0.0325683
707,14.8544,14.9827,0.0731179,0.076733,5.46236,5.44407,0.0328928,0.0325402
708,14.8571,14.9811,0.0730658,0.0766402,5.46186,5.44481,0.0328502,0.0325026
709,14.8596,14.9816,0.0730033,0.0765333,5.4591,5.44396,0.0329196,0.0324682
710,14.856,14.9864,0.0729876,0.0765815,5.45823,5.44264,0.0328847,0.0324491
711,14.8538,14.9878,0.0729199,0.0764852,5.45992,5.44094,0.0328817,0.0324482
712,14.8528,14.9846,0.0728241,0.0764434,5.45899,5.44147,0.0328488,0.032407
713,14.8528,14.9847,0.072722,0.0763363,5.45995,5.44229,0.0328167,0.032372
714,14.8484,14.9858,0.072756,0.0762377,5.46182,5.44354,0.0328241,0.0323507
715,14.8503,14.9873,0.0726799,0.0761464,5.46251,5.44322,0.0327857,0.0323071
716,14.8479,14.991,0.0726183,0.0761294,5.46431,5.44313,0.0327891,0.0322621
717,14.8447,14.9902,0.0725849,0.0760278,5.46576,5.44355,0.0327754,0.0322198
718,14.8504,14.994,0.0727008,0.0760162,5.46435,5.44492,0.03276,0.0322041
719,14.8547,14.9964,0.0727268,0.0759493,5.46353,5.44437,0.0327249,0.032164
720,14.8533,14.9979,0.0726382,0.0758588,5.46453,5.44424,0.0326949,0.0321196
721,14.8552,14.9992,0.0725615,0.0757654,5.46306,5.4446,0.0326827,0.0320771
722,14.8578,14.9982,0.0725089,0.0756681,5.46233,5.44399,0.0326455,0.0320384
723,14.8577,14.9968,0.0724089,0.0755752,5.46349,5.44493,0.0326207,0.032008
724,14.8565,14.9982,0.0723189,0.0754838,5.4628,5.44474,0.032583,0.0319644
725,14.8548,14.9987,0.072238,0.075381,5.46362,5.44399,0.0325485,0.0319293
726,14.8533,14.9981,0.0721548,0.0752796,5.46406,5.44476,0.0325067,0.0318947
727,14.8542,14.996,0.0720614,0.0752057,5.46323,5.44599,0.0324726,0.0318745
728,14.8549,14.9927,0.0719659,0.0751727,5.46366,5.4441,0.0324309,0.0318868
729,14.8556,14.9968,0.0718703,0.0751788,5.4638,5.44385,0.0323867,0.0318441
730,14.8588,14.9962,0.0718448,0.075078,5.46291,5.44442,0.0323547,0.0318055
731,14.8592,14.9995,0.0717478,0.0750452,5.46083,5.4445,0.0323773,0.0317621
732,14.8572,14.9954,0.0716772,0.0750552,5.4631,5.44539,0.0324124,0.0317311
733,14.8581,14.9961,0.0715843,0.0749564,5.46397,5.44489,0.0323801,0.0316916
734,14.8563,14.9919,0.0715075,0.0749707,5.46489,5.44946,0.0323489,0.0319765
735,14.8562,14.9898,0.0714105,0.0748992,5.46464,5.44919,0.0323058,0.0319342
736,14.8552,14.9886,0.0713199,0.0748075,5.46678,5.44933,0.0323323,0.0318911
737,14.8555,14.9905,0.0712236,0.0747324,5.46698,5.44991,0.0322892,0.0318533
738,14.8553,14.9907,0.0711274,0.0746314,5.46772,5.45088,0.0322539,0.0318249
739,14.8563,14.9895,0.071038,0.0745413,5.46782,5.45089,0.0322105,0.0317818
740,14.8566,14.9909,0.0709426,0.0744537,5.46587,5.45138,0.032226,0.0317427
741,14.8555,14.9877,0.070855,0.0744215,5.46457,5.45408,0.0322087,0.0318147
742,14.8553,14.9928,0.0707598,0.0744954,5.46474,5.45244,0.0321657,0.0318144
743,14.8544,14.994,0.0706708,0.0744056,5.46481,5.45285,0.0321225,0.0317742
744,14.8568,14.9902,0.0706173,0.0744045,5.46494,5.4541,0.0320796,0.0317563
745,14.8567,14.9942,0.0705226,0.0744122,5.46416,5.45167,0.032046,0.031807
746,14.8529,14.9909,0.0705295,0.0743863,5.46611,5.45232,0.0320623,0.0317711
747,14.8527,14.9934,0.0704354,0.0743285,5.46464,5.45211,0.0320531,0.0317293
748,14.854,14.9898,0.0703532,0.0743123,5.46457,5.45176,0.0320104,0.0316888
749,14.8532,14.9883,0.0702648,0.0742299,5.46494,5.4515,0.0319698,0.0316477
750,14.8534,14.9912,0.0701714,0.0741901,5.46602,5.45065,0.0319453,0.0316169
751,14.8558,14.9952,0.0701196,0.0741966,5.46425,5.44875,0.0319519,0.0316322
752,14.8526,14.9973,0.0700995,0.0741295,5.46485,5.44685,0.0319152,0.0316467
753,14.8502,14.9933,0.0700448,0.0741386,5.46257,5.44977,0.0319545,0.0317389
754,14.8525,14.9959,0.069988,0.074086,5.46499,5.44935,0.0320039,0.0316997
755,14.8489,14.9994,0.0699887,0.0740703,5.46636,5.44852,0.0319907,0.0316685
756,14.8507,15.0041,0.0699207,0.0741203,5.46749,5.44684,0.0319687,0.0316713
757,14.8501,15.0103,0.0698309,0.0742837,5.46916,5.44808,0.0319702,0.0316537
758,14.852,15.0075,0.0697622,0.0742385,5.4703,5.44832,0.0319484,0.0316129
759,14.8521,15.0074,0.0696704,0.0741409,5.47049,5.44745,0.0319069,0.0315832
760,14.8521,15.0136,0.0695788,0.0743035,5.46876,5.44588,0.0319122,0.0315808
761,14.8508,15.013,0.0694996,0.0742088,5.46921,5.44586,0.0318734,0.0315393
762,14.8565,15.0156,0.0696438,0.0741557,5.46802,5.44677,0.0318539,0.0315111
763,14.8531,15.0142,0.069637,0.0740708,5.4688,5.4481,0.0318219,0.031498
764,14.8543,15.0122,0.0695563,0.0740007,5.46844,5.4485,0.0317823,0.0314593
765,14.8517,15.0146,0.0695144,0.073943,5.46975,5.44939,0.0317674,0.0314308
766,14.8535,15.0131,0.0694473,0.0738616,5.4698,5.45014,0.031726,0.0313987
767,14.8519,15.0101,0.069376,0.0738282,5.47103,5.44863,0.0317084,0.0313939
768,14.8554,15.0119,0.0693736,0.0737555,5.47042,5.448,0.031673,0.0313595
769,14.8578,15.012,0.069327,0.0736597,5.46906,5.44926,0.031661,0.0313441
770,14.8602,15.0143,0.0692777,0.0736013,5.46861,5.44803,0.0316232,0.0313276
771,14.8597,15.0136,0.0691899,0.0735095,5.47029,5.44761,0.0316271,0.0312898
772,14.861,15.0125,0.0691125,0.073423,5.46902,5.44838,0.0316116,0.0312589
773,14.8598,15.01,0.0690342,0.0733698,5.46976,5.44991,0.0315794,0.031256
774,14.8563,15.0083,0.0690336,0.0732938,5.4711,5.44834,0.0315668,0.0312552
775,14.8577,15.0098,0.06896,0.0732136,5.4729,5.44813,0.0315775,0.0312156
776,14.8591,15.0121,0.0688847,0.0731545,5.47252,5.4469,0.031539,0.0311996
777,14.8641,15.0154,0.0689762,0.0731356,5.47011,5.44732,0.0315907,0.0311622
778,14.8615,15.0164,0.0689337,0.0730489,5.46927,5.4482,0.0315613,0.0311348
779,14.8596,15.0133,0.0688715,0.0730225,5.46983,5.44933,0.0315258,0.0311155
780,14.859,15.0127,0.0687859,0.0729308,5.46921,5.44816,0.0314916,0.0310978
781,14.8556,15.0099,0.0687851,0.0728941,5.47242,5.44893,0.0316148,0.0310676
782,14.8563,15.0066,0.0687008,0.0728743,5.47341,5.44945,0.0315899,0.0310323
783,14.8586,15.0077,0.0686511,0.0727899,5.47343,5.44927,0.0315496,0.0309932
784,14.8591,15.0041,0.0685654,0.072789,5.47266,5.45018,0.0315189,0.0309669
785,14.8592,15.0049,0.0684783,0.0727012,5.47466,5.45118,0.0315423,0.0309438
786,14.8586,15.004,0.0683946,0.0726142,5.4745,5.45104,0.0315026,0.0309048
787,14.8541,14.9989,0.0684513,0.0727046,5.47454,5.45155,0.0314626,0.0308698
788,14.8528,14.9972,0.0683769,0.0726311,5.4739,5.45076,0.0314292,0.0308407
789,14.853,14.9948,0.0682905,0.0725795,5.47305,5.4514,0.031401,0.0308083
790,14.8532,14.9946,0.0682044,0.0724879,5.47157,5.45275,0.0313961,0.0307989
791,14.8494,14.9947,0.0682206,0.0723964,5.47075,5.45367,0.0313672,0.0307738
792,14.8487,14.9962,0.0681384,0.0723199,5.47115,5.45187,0.0313302,0.030788
793,14.8524,14.9998,0.0681506,0.0723189,5.47074,5.45165,0.0312934,0.03075
794,14.852,14.997,0.068066,0.0722802,5.47034,5.45594,0.0312566,0.0310097
795,14.8551,14.9957,0.0680525,0.0722012,5.46785,5.45756,0.0313171,0.0310131
796,14.8606,14.9916,0.0681865,0.0722314,5.46658,5.4583,0.0313035,0.0309831
797,14.8625,14.9908,0.0681278,0.0721451,5.46642,5.45697,0.0312647,0.0309729
798,14.8619,14.9935,0.068045,0.0721075,5.46702,5.45516,0.0312312,0.030987
799,14.8628,14.9951,0.0679661,0.0720332,5.46888,5.4567,0.0312478,0.0309863
800,14.8622,14.9913,0.0678837,0.072039,5.46753,5.45683,0.0312378,0.0309478
801,14.8629,14.9893,0.0678027,0.071977,5.46672,5.45723,0.0312094,0.0309118
802,14.8648,14.9897,0.0677432,0.071888,5.46641,5.45727,0.0311721,0.0308733
803,14.8662,14.991,0.0676734,0.0718104,5.46847,5.45844,0.0312015,0.0308572
804,14.8651,14.9923,0.0675968,0.0717338,5.46987,5.45752,0.0311941,0.0308325
805,14.8639,14.9953,0.0675249,0.071707,5.46983,5.45681,0.0311554,0.0308024
806,14.8634,14.9954,0.0674428,0.0716181,5.46802,5.45786,0.0311689,0.0307822
807,14.8608,14.9953,0.0674117,0.0715295,5.46915,5.45864,0.0311508,0.0307538
808,14.8604,14.9973,0.0673293,0.0714699,5.46971,5.45823,0.0311173,0.0307185
809,14.8665,14.9957,0.067521,0.0714,5.4686,5.45888,0.0310989,0.0306876
810,14.8621,14.9917,0.0675821,0.0714221,5.46989,5.46005,0.0310876,0.0306721
811,14.8587,14.9884,0.0675836,0.0714115,5.47071,5.45966,0.03106,0.0306368
812,14.8593,14.9888,0.0675035,0.0713246,5.47023,5.46004,0.0310254,0.0306014
813,14.8578,14.9916,0.0674371,0.0712916,5.46864,5.45852,0.031028,0.0306016
814,14.8559,14.9898,0.0673808,0.0712274,5.46787,5.45665,0.0309996,0.0306216
815,14.8573,14.9897,0.0673125,0.0711401,5.46639,5.45546,0.0309967,0.0306072
816,14.86,14.9899,0.0672852,0.0710533,5.46756,5.45635,0.0309809,0.0305828
817,14.8557,14.9911,0.0673421,0.0709767,5.4682,5.45645,0.0309496,0.0305456
818,14.8547,14.9863,0.0672676,0.0710559,5.46804,5.4566,0.0309122,0.0305086
819,14.8547,14.9841,0.0671856,0.0710025,5.46748,5.45631,0.0308796,0.0304728
820,14.8538,14.9865,0.067111,0.0709566,5.46698,5.45588,0.030846,0.0304386
821,14.8556,14.9865,0.0670537,0.0708702,5.46606,5.45475,0.030822,0.0304228
822,14.8561,14.9918,0.0669741,0.0709773,5.46524,5.45345,0.0307955,0.0304134
823,14.8568,14.9886,0.0668966,0.0709619,5.46625,5.45311,0.0307745,0.0303783
824,14.8598,14.9921,0.0668831,0.0709608,5.46484,5.45169,0.0307693,0.0303749
825,14.8619,14.9903,0.0668354,0.0708967,5.46246,5.45293,0.0308244,0.0303631
826,14.8581,14.9891,0.0668651,0.0708211,5.46374,5.4524,0.0308138,0.030331
827,14.8586,14.991,0.0667865,0.0707615,5.46368,5.4526,0.0307766,0.0302951
828,14.8585,14.9893,0.0667059,0.0706963,5.46401,5.45299,0.0307412,0.030261
829,14.8563,14.9871,0.066663,0.0706468,5.46571,5.45352,0.0307513,0.0302292
830,14.8556,14.9905,0.0665859,0.0706455,5.46828,5.45239,0.0308215,0.0302141
831,14.8575,14.9895,0.0665321,0.0705686,5.46743,5.45343,0.0307961,0.0301956
832,14.8607,14.99,0.066528,0.0704858,5.46873,5.45109,0.0307863,0.0302501
833,14.8607,14.9891,0.0664482,0.0704071,5.46732,5.45082,0.0307817,0.030215
834,14.8602,14.9892,0.0663704,0.0703229,5.46745,5.45172,0.0307451,0.0301924
835,14.8589,14.9887,0.0663042,0.070241,5.46734,5.45322,0.0307085,0.0301935
836,14.8582,14.9851,0.0662286,0.0702454,5.46784,5.45306,0.0306759,0.0301579
837,14.8613,14.985,0.0662241,0.0701616,5.46749,5.45338,0.0306413,0.0301236
838,14.861,14.9846,0.0661463,0.0700795,5.46686,5.45311,0.0306113,0.0300889
839,14.8595,14.9871,0.0660837,0.0700423,5.46675,5.45131,0.030575,0.0301071
840,14.8636,14.9864,0.0661325,0.0699625,5.46691,5.45173,0.030539,0.0300743
841,14.8695,14.9816,0.0663142,0.0700422,5.46613,5.4528,0.0305126,0.0300574
842,14.8721,14.9816,0.0662866,0.0699591,5.46478,5.45249,0.0305066,0.0300234
843,14.8763,14.9834,0.0663447,0.0698981,5.46356,5.45041,0.0304948,0.0300597
844,14.876,14.9846,0.0662667,0.0698261,5.46264,5.44884,0.0304725,0.030065
845,14.8789,14.9844,0.0662482,0.0697438,5.46252,5.44961,0.0304367,0.0300393
846,14.8778,14.9837,0.0661779,0.0696653,5.4627,5.44801,0.0304013,0.0300465
847,14.878,14.9852,0.0661,0.0695999,5.46339,5.44668,0.0303732,0.0300402
848,14.8765,14.9839,0.0660395,0.0695296,5.46292,5.446,0.030341,0.0300126
849,14.877,14.982,0.0659637,0.0694752,5.464,5.44561,0.0303247,0.0299798
850,14.8748,14.982,0.0659239,0.0693936,5.46303,5.44498,0.0303046,0.0299511
851,14.8731,14.9784,0.0658681,0.0694054,5.4627,5.44588,0.0302708,0.0299295
852,14.8736,14.9771,0.0657933,0.0693375,5.46317,5.44703,0.0302389,0.0299164
853,14.8772,14.9755,0.0658144,0.0692742,5.46155,5.44542,0.0302468,0.0299245
854,14.8748,14.9764,0.0657825,0.0691987,5.46335,5.44495,0.0302646,0.0298932
855,14.8755,14.9739,0.0657097,0.0691639,5.46287,5.44548,0.030233,0.029863
856,14.8768,14.9785,0.0656446,0.0692373,5.46107,5.44358,0.0302513,0.0298886
857,14.8754,14.9778,0.0655825,0.0691599,5.46054,5.44253,0.0302207,0.0298723
858,14.8733,14.9832,0.0655396,0.0692874,5.46147,5.44299,0.0301998,0.0298411
859,14.8764,14.9836,0.0655374,0.069208,5.4599,5.44301,0.0302052,0.0298064
860,14.8736,14.9874,0.0655235,0.0692311,5.45948,5.44116,0.030173,0.0298292
861,14.8795,14.9869,0.0657123,0.0691521,5.45905,5.4406,0.0301411,0.0297999
862,14.8809,14.9874,0.0656526,0.0690736,5.4583,5.44161,0.0301156,0.0297825
863,14.8807,14.9837,0.0655769,0.0690933,5.45836,5.44328,0.0300808,0.0297948
864,14.8788,14.9848,0.0655295,0.0690224,5.45909,5.44325,0.0300548,0.0297603
865,14.88,14.9811,0.0654652,0.0690445,5.45888,5.44328,0.0300208,0.0297259
866,14.8787,14.9836,0.0654037,0.0690124,5.45828,5.44281,0.0299922,0.0296953
867,14.8781,14.9819,0.0653306,0.0689536,5.45725,5.44393,0.0299752,0.0296821
868,14.8739,14.9846,0.0653912,0.0689243,5.45753,5.44398,0.029942,0.029648
869,14.8764,14.9854,0.0653622,0.0688498,5.45763,5.44295,0.0299077,0.0296317
870,14.879,14.9895,0.0653387,0.0688926,5.45789,5.44168,0.0298744,0.0296247
871,14.8809,14.9898,0.0652915,0.0688143,5.45679,5.44286,0.0298602,0.0296141
872,14.8792,14.9863,0.0652378,0.0688244,5.4591,5.44482,0.0299155,0.0296448
873,14.875,14.9873,0.0652986,0.0687528,5.46007,5.44579,0.029897,0.0296269
874,14.8758,14.9874,0.0652288,0.0686743,5.45967,5.4464,0.0298655,0.0295993
875,14.8737,14.9882,0.0651875,0.0686008,5.46098,5.44523,0.0298599,0.0295886
876,14.8723,14.9884,0.0651286,0.0685227,5.46188,5.44465,0.0298396,0.0295605
877,14.8682,14.9881,0.0651843,0.0684453,5.46177,5.44492,0.0298058,0.0295281
878,14.8669,14.9906,0.0651241,0.0684161,5.4623,5.44387,0.0297765,0.0295133
879,14.8685,14.9905,0.0650716,0.0683385,5.4615,5.44406,0.0297533,0.0294803
880,14.8715,14.9909,0.0650647,0.0682625,5.4616,5.44589,0.0297197,0.029504
881,14.8716,14.9947,0.064991,0.0682914,5.463,5.44623,0.0297189,0.0294724
882,14.8706,14.9938,0.0649255,0.0682209,5.46182,5.4462,0.0297087,0.029439
883,14.8673,14.9948,0.0649343,0.0681507,5.4622,5.44598,0.0296776,0.0294065
884,14.8709,14.9948,0.0649621,0.0680737,5.46206,5.44624,0.0296444,0.0293744
885,14.8717,14.994,0.0648933,0.0680019,5.46221,5.44627,0.0296113,0.0293413
886,14.8702,14.9913,0.0648369,0.067976,5.46258,5.44636,0.0295802,0.0293083
887,14.8711,14.9916,0.0647696,0.0679,5.46141,5.44501,0.0295701,0.0293063
888,14.8713,14.9939,0.0646971,0.0678606,5.45906,5.44642,0.02963,0.029307
889,14.8697,14.9918,0.0646448,0.0678146,5.45869,5.447,0.0295991,0.0292799
890,14.8678,14.9906,0.0646006,0.0677508,5.45974,5.44831,0.0295844,0.029276
891,14.8668,14.9904,0.0645358,0.0676749,5.46092,5.44862,0.0295748,0.0292448
892,14.866,14.9893,0.0644684,0.067608,5.4604,5.4498,0.0295462,0.0292358
893,14.8679,14.9916,0.0644226,0.0675704,5.45892,5.44793,0.0295502,0.0292625
894,14.8678,14.9928,0.0643506,0.067506,5.45815,5.44802,0.0295274,0.0292299
895,14.8717,14.9892,0.0643958,0.0675295,5.45648,5.44866,0.0295414,0.0292043
896,14.8676,14.9906,0.0644549,0.0674692,5.45577,5.44908,0.0295171,0.0291748
897,14.8733,14.989,0.0646371,0.0674144,5.45576,5.45121,0.0294842,0.0292202
898,14.8717,14.9885,0.0645847,0.067341,5.45606,5.45185,0.029453,0.0291947
899,14.8716,14.9853,0.064513,0.0673409,5.45631,5.45445,0.0294212,0.0292778
900,14.8723,14.9806,0.0644446,0.0674341,5.45613,5.45604,0.0293891,0.0292886
901,14.8715,14.9791,0.0643775,0.067375,5.457,5.45859,0.0293696,0.0293664
902,14.872,14.9791,0.0643079,0.0673004,5.4554,5.45739,0.0293809,0.0293581
903,14.8748,14.9781,0.0642959,0.0672338,5.45425,5.45772,0.0293707,0.0293275
904,14.8736,14.9761,0.0642346,0.0671886,5.45549,5.4591,0.0293642,0.0293275
905,14.8735,14.9766,0.0641638,0.0671162,5.45539,5.45867,0.0293319,0.0292983
906,14.8716,14.9759,0.0641207,0.0670455,5.45505,5.45939,0.0293015,0.0292749
907,14.8732,14.9725,0.0640697,0.0670594,5.45494,5.46039,0.0292694,0.0292598
908,14.8726,14.9696,0.0640014,0.0670483,5.45662,5.46044,0.0292854,0.0292276
909,14.8739,14.966,0.0639434,0.0670725,5.45592,5.4622,0.0292617,0.0292489
910,14.8714,14.9678,0.0639217,0.0670247,5.45797,5.46201,0.0293013,0.0292175
911,14.8734,14.9675,0.0638817,0.0669518,5.45682,5.46186,0.0292916,0.0291858
912,14.8701,14.9664,0.0638962,0.0668874,5.45754,5.46253,0.0292683,0.0291618
913,14.8684,14.968,0.0638477,0.0668322,5.45717,5.46209,0.0292386,0.0291333
914,14.869,14.9678,0.0637807,0.0667595,5.45793,5.46193,0.0292165,0.0291018
915,14.8687,14.967,0.0637119,0.0666915,5.45693,5.46082,0.0292017,0.0290913
916,14.865,14.9662,0.0637493,0.0666227,5.45853,5.46086,0.0292136,0.0290595
917,14.8676,14.9683,0.0637324,0.0665828,5.45916,5.46128,0.0291886,0.029031
918,14.8659,14.9726,0.0636848,0.0666451,5.45783,5.45985,0.0291871,0.0290346
919,14.8703,14.9751,0.0637639,0.0666206,5.45643,5.45938,0.029189,0.0290068
920,14.8668,14.9722,0.0637875,0.0666118,5.45737,5.45922,0.0291722,0.0289758
921,14.8627,14.9728,0.0638515,0.0665426,5.45875,5.45971,0.0291731,0.0289485
922,14.8656,14.9773,0.0638476,0.066619,5.45859,5.46043,0.0291419,0.028926
923,14.8675,14.9777,0.0638066,0.0665481,5.45882,5.46138,0.0291112,0.0289103
924,14.867,14.9764,0.0637392,0.0664881,5.45973,5.46128,0.0290939,0.0288792
925,14.8677,14.9771,0.063674,0.0664202,5.45976,5.4611,0.0290625,0.0288485
926,14.8673,14.979,0.0636069,0.0663737,5.45984,5.46307,0.0290312,0.0288848
927,14.8651,14.9796,0.0635746,0.0663048,5.46045,5.46247,0.0290063,0.0288599
928,14.8633,14.9774,0.0635314,0.0662695,5.45995,5.46211,0.0289793,0.0288311
929,14.866,14.976,0.0635208,0.0662132,5.45813,5.46167,0.0290053,0.0288035
930,14.8648,14.9771,0.0634648,0.0661516,5.45865,5.46294,0.0289789,0.0288007
931,14.8617,14.9781,0.0634732,0.0660891,5.46136,5.46228,0.0290742,0.0287774
932,14.8611,14.9799,0.0634075,0.0660413,5.46266,5.46245,0.0290718,0.0287471
933,14.8636,14.9824,0.0633885,0.0660184,5.46192,5.46178,0.02905,0.0287241
