mu,sigma,integral,error
0.832248,0.591247,-0.447508,0.00148598
0.848804,0.567595,-0.425593,0.00229912
0.830284,0.579791,-0.424038,0.00191109
0.814637,0.599053,-0.445821,0.00148128
0.822598,0.622501,-0.443315,0.00189362
0.824352,0.61485,-0.446736,0.00201615
0.833383,0.636347,-0.440154,0.00214373
0.830919,0.658247,-0.437085,0.00207425
0.830919,0.658247,-0.437085,0.00207425
0.841346,0.667845,-0.427343,0.00294966
0.846917,0.684815,-0.414901,0.00376158
0.844759,0.679047,-0.41363,0.00391495
0.844759,0.679047,-0.41363,0.00391495
0.822999,0.670572,-0.429603,0.00326654
0.842517,0.674013,-0.43431,0.0023891
0.842517,0.674013,-0.43431,0.0023891
0.827266,0.65297,-0.434256,0.00291623
0.809173,0.644582,-0.446527,0.0020363
0.809173,0.644582,-0.446527,0.0020363
0.809173,0.644582,-0.446527,0.0020363
0.797123,0.63404,-0.445961,0.00202258
0.785548,0.63377,-0.430937,0.00178532
0.776815,0.657791,-0.432719,0.00253541
0.776815,0.657791,-0.432719,0.00253541
0.795653,0.643096,-0.44395,0.0023637
0.795653,0.643096,-0.44395,0.0023637
0.81066,0.643308,-0.443064,0.00219424
0.81066,0.643308,-0.443064,0.00219424
0.824614,0.641129,-0.449345,0.00206304
0.847603,0.616512,-0.443771,0.00171172
0.82384,0.610433,-0.446517,0.00147358
0.836004,0.60573,-0.441981,0.0017444
0.82324,0.581536,-0.43886,0.00221635
0.847266,0.604423,-0.441209,0.0018095
0.847266,0.604423,-0.441209,0.0018095
0.847266,0.604423,-0.441209,0.0018095
0.854113,0.601734,-0.444416,0.00227973
0.84697,0.617878,-0.44457,0.00282757
0.831405,0.618617,-0.452579,0.00135345
0.837489,0.62047,-0.447268,0.00176059
0.831295,0.61562,-0.450245,0.00176955
0.834483,0.599821,-0.448071,0.00154604
0.84375,0.607147,-0.449962,0.00179533
0.84375,0.607147,-0.449962,0.00179533
0.84375,0.607147,-0.449962,0.00179533
0.84375,0.607147,-0.449962,0.00179533
0.830452,0.59044,-0.446041,0.00166847
0.830452,0.59044,-0.446041,0.00166847
0.830452,0.59044,-0.446041,0.00166847
0.830452,0.59044,-0.446041,0.00166847
0.81321,0.580634,-0.444855,0.00182178
0.81321,0.580634,-0.444855,0.00182178
0.800818,0.580182,-0.441708,0.00176584
0.814506,0.587205,-0.436665,0.001706
0.819806,0.605082,-0.45326,0.0013439
0.805904,0.609659,-0.444331,0.00157999
0.78805,0.622404,-0.446081,0.00116821
0.771262,0.614463,-0.44352,0.00159801
0.792753,0.612385,-0.44801,0.00142844
0.768574,0.634688,-0.442071,0.00140148
0.751725,0.611796,-0.442829,0.00163715
0.751725,0.611796,-0.442829,0.00163715
0.743216,0.599297,-0.434672,0.00226824
0.752442,0.596283,-0.435404,0.00172952
0.752442,0.596283,-0.435404,0.00172952
0.752442,0.596283,-0.435404,0.00172952
0.776656,0.617216,-0.441267,0.00187379
0.801554,0.606047,-0.445398,0.00222956
0.792201,0.62408,-0.452283,0.00139918
0.782106,0.624467,-0.449244,0.00148763
0.77066,0.613555,-0.443471,0.0011808
0.788485,0.633228,-0.439779,0.00221141
0.797191,0.63582,-0.432385,0.00221967
0.789744,0.616004,-0.445213,0.00126424
0.801953,0.630785,-0.451609,0.00108904
0.802762,0.61602,-0.452442,0.0015834
0.815636,0.598022,-0.444499,0.00161828
0.817458,0.596279,-0.44819,0.0015843
0.811144,0.61062,-0.443071,0.0019975
0.794657,0.599528,-0.441161,0.00136953
0.800784,0.617239,-0.436944,0.00299927
0.800871,0.595014,-0.444905,0.00142161
0.800871,0.595014,-0.444905,0.00142161
0.785066,0.58025,-0.431071,0.00203237
0.786299,0.59308,-0.443437,0.00160975
0.781615,0.580961,-0.436351,0.00171731
0.794372,0.598585,-0.44178,0.00158989
0.803403,0.599836,-0.446726,0.00161117
0.812958,0.601796,-0.442383,0.00135933
0.800863,0.621266,-0.444657,0.00156879
0.776458,0.625513,-0.444787,0.00133368
0.795393,0.624213,-0.449106,0.00120109
0.779881,0.642713,-0.426916,0.00248392
0.759091,0.65138,-0.42899,0.00166971
0.757186,0.660103,-0.429871,0.00222119
0.756615,0.642221,-0.414971,0.00179464
0.771259,0.655335,-0.429066,0.00216381
0.755548,0.6712,-0.41495,0.0026694
0.755548,0.6712,-0.41495,0.0026694
0.780043,0.695201,-0.414532,0.00279486
0.780043,0.695201,-0.414532,0.00279486
0.76986,0.67473,-0.413003,0.00244909
0.791165,0.654471,-0.439832,0.00165708
0.769126,0.671342,-0.419182,0.00229407
0.769126,0.671342,-0.419182,0.00229407
0.746194,0.661409,-0.419955,0.00201864
0.762429,0.682904,-0.417978,0.00250244
0.769108,0.698768,-0.406256,0.0027527
0.772966,0.705839,-0.398264,0.00422507
0.763393,0.700609,-0.398305,0.0034034
0.773936,0.694251,-0.388019,0.00368168
0.791931,0.712089,-0.392396,0.0045104
0.791931,0.712089,-0.392396,0.0045104
0.782334,0.720372,-0.397062,0.00586926
0.761465,0.704756,-0.403516,0.00345401
0.773914,0.697606,-0.415845,0.00269881
0.78445,0.686818,-0.411437,0.0034354
0.799026,0.666596,-0.417825,0.00340731
0.823779,0.643663,-0.441113,0.00231335
0.846492,0.663561,-0.434625,0.00273711
0.846492,0.663561,-0.434625,0.00273711
0.846492,0.663561,-0.434625,0.00273711
0.846492,0.663561,-0.434625,0.00273711
0.842366,0.669223,-0.432802,0.0028207
0.849104,0.67175,-0.41191,0.00439779
0.856124,0.663606,-0.415103,0.00469032
0.856124,0.663606,-0.415103,0.00469032
0.847792,0.640569,-0.454959,0.00157171
0.847792,0.640569,-0.454959,0.00157171
0.847792,0.640569,-0.454959,0.00157171
0.863391,0.656016,-0.436118,0.00255423
0.843934,0.631024,-0.442046,0.0025673
0.843908,0.607989,-0.445134,0.00230957
0.843908,0.607989,-0.445134,0.00230957
0.839721,0.61865,-0.443468,0.00227432
0.857208,0.620833,-0.445147,0.00170797
0.834005,0.624219,-0.446013,0.00168554
0.851287,0.640424,-0.435846,0.00279389
0.851287,0.640424,-0.435846,0.00279389
0.870178,0.626446,-0.443764,0.00220202
0.857885,0.610917,-0.436846,0.00190539
0.864934,0.599217,-0.427065,0.00249647
0.864934,0.599217,-0.427065,0.00249647
0.872018,0.604892,-0.433036,0.00234755
0.855057,0.609574,-0.443906,0.00187905
0.876919,0.615049,-0.44385,0.0023405
0.876919,0.615049,-0.44385,0.0023405
0.876919,0.615049,-0.44385,0.0023405
0.876919,0.615049,-0.44385,0.0023405
0.853224,0.632014,-0.446184,0.00205066
0.853224,0.632014,-0.446184,0.00205066
0.853224,0.632014,-0.446184,0.00205066
0.853224,0.632014,-0.446184,0.00205066
0.853224,0.632014,-0.446184,0.00205066
0.851231,0.641978,-0.448547,0.00196792
0.851231,0.641978,-0.448547,0.00196792
0.851231,0.641978,-0.448547,0.00196792
0.851231,0.641978,-0.448547,0.00196792
0.851231,0.641978,-0.448547,0.00196792
0.851231,0.641978,-0.448547,0.00196792
0.835283,0.628422,-0.430391,0.00278096
0.84049,0.641135,-0.435113,0.00264585
0.84049,0.641135,-0.435113,0.00264585
0.839003,0.629448,-0.451154,0.00162041
0.853821,0.618615,-0.443988,0.00265052
0.844459,0.612657,-0.448591,0.00184715
0.821311,0.593878,-0.447004,0.0017002
0.818157,0.577228,-0.427917,0.00198891
0.823802,0.579605,-0.439202,0.00174048
0.824666,0.596944,-0.442808,0.00159855
0.838597,0.606196,-0.458035,0.00134321
0.838597,0.606196,-0.458035,0.00134321
0.838597,0.606196,-0.458035,0.00134321
0.838597,0.606196,-0.458035,0.00134321
0.821566,0.626664,-0.440171,0.00178201
0.821887,0.648075,-0.437672,0.00255637
0.805714,0.649588,-0.434091,0.00198441
0.79273,0.661424,-0.436198,0.00226674
0.79273,0.661424,-0.436198,0.00226674
0.801469,0.65736,-0.442923,0.00177076
0.801469,0.65736,-0.442923,0.00177076
0.801469,0.65736,-0.442923,0.00177076
0.801469,0.65736,-0.442923,0.00177076
0.808927,0.6535,-0.436893,0.00274571
0.801704,0.646233,-0.445245,0.00176155
0.801704,0.646233,-0.445245,0.00176155
0.801704,0.646233,-0.445245,0.00176155
0.815327,0.664896,-0.440917,0.00341681
0.802869,0.645096,-0.427095,0.00237243
0.789247,0.624701,-0.441038,0.00155477
0.770295,0.639675,-0.448805,0.00147883
0.770295,0.639675,-0.448805,0.00147883
0.794805,0.632755,-0.442704,0.00185707
0.772533,0.649431,-0.440124,0.00162943
0.792902,0.649172,-0.428815,0.00279297
0.81286,0.661457,-0.447466,0.00222202
0.81286,0.661457,-0.447466,0.00222202
0.81286,0.661457,-0.447466,0.00222202
0.81286,0.661457,-0.447466,0.00222202
0.80736,0.676366,-0.400972,0.00425918
0.791142,0.681506,-0.417777,0.00291548
0.803146,0.680793,-0.415948,0.00365821
0.803146,0.680793,-0.415948,0.00365821
0.807902,0.660097,-0.424238,0.00278655
0.827277,0.673337,-0.429033,0.00325584
0.827277,0.673337,-0.429033,0.00325584
0.827277,0.673337,-0.429033,0.00325584
0.827277,0.673337,-0.429033,0.00325584
0.827277,0.673337,-0.429033,0.00325584
0.81438,0.664757,-0.422485,0.00299739
0.817538,0.640098,-0.430314,0.00324115
0.833508,0.626999,-0.445661,0.0017852
0.843782,0.613133,-0.452346,0.00186486
0.829147,0.620717,-0.445634,0.00195539
0.837589,0.606989,-0.44423,0.00177927
0.837589,0.606989,-0.44423,0.00177927
0.835667,0.606313,-0.457912,0.00156289
0.847586,0.627679,-0.454223,0.00170247
0.847586,0.627679,-0.454223,0.00170247
0.847586,0.627679,-0.454223,0.00170247
0.847586,0.627679,-0.454223,0.00170247
0.847586,0.627679,-0.454223,0.00170247
0.85974,0.628467,-0.444452,0.0019833
0.837857,0.615494,-0.437205,0.00208986
0.825357,0.625473,-0.443371,0.0017598
0.831169,0.610531,-0.447954,0.00163307
0.831169,0.610531,-0.447954,0.00163307
0.831169,0.610531,-0.447954,0.00163307
0.820207,0.601059,-0.446351,0.00150074
0.838385,0.62576,-0.445713,0.00238092
0.841399,0.617162,-0.4483,0.00145031
0.831817,0.629168,-0.441274,0.001922
0.826348,0.645213,-0.438446,0.00247681
0.826348,0.645213,-0.438446,0.00247681
0.83946,0.630719,-0.440155,0.00310145
0.821039,0.62352,-0.431092,0.00225996
0.812297,0.612994,-0.452872,0.0015852
0.81779,0.628166,-0.452066,0.00152863
0.814897,0.614101,-0.451571,0.00153898
0.794882,0.603466,-0.449977,0.00149236
0.794882,0.603466,-0.449977,0.00149236
0.794882,0.603466,-0.449977,0.00149236
0.794882,0.603466,-0.449977,0.00149236
0.77156,0.621804,-0.436986,0.00146574
0.763494,0.640467,-0.439054,0.00141632
0.754645,0.650696,-0.428177,0.00222873
0.746401,0.666372,-0.412092,0.00274804
0.73052,0.674277,-0.419239,0.00223113
0.73052,0.674277,-0.419239,0.00223113
0.73052,0.674277,-0.419239,0.00223113
0.717091,0.661227,-0.408964,0.00245576
0.717091,0.661227,-0.408964,0.00245576
0.73688,0.664517,-0.413925,0.0020546
0.759412,0.682639,-0.411935,0.00327813
0.754577,0.665845,-0.426884,0.0020849
0.750616,0.668373,-0.425381,0.00223136
0.732647,0.674271,-0.409151,0.00257177
0.750386,0.683835,-0.398226,0.00386645
0.731199,0.671586,-0.409221,0.00408794
0.729686,0.665421,-0.415162,0.00219833
0.729686,0.665421,-0.415162,0.00219833
0.730002,0.645857,-0.429556,0.0022706
0.754897,0.623916,-0.433462,0.00148545
0.749394,0.604131,-0.43713,0.00179636
0.749394,0.604131,-0.43713,0.00179636
0.749394,0.604131,-0.43713,0.00179636
0.727824,0.594344,-0.413827,0.00176429
0.715008,0.584963,-0.403779,0.00224467
0.731143,0.567129,-0.402671,0.00202261
0.734967,0.551292,-0.399271,0.00251457
0.734967,0.551292,-0.399271,0.00251457
0.738691,0.556796,-0.415359,0.00220272
0.738691,0.556796,-0.415359,0.00220272
0.738691,0.556796,-0.415359,0.00220272
0.742088,0.57699,-0.420023,0.00204937
0.742088,0.57699,-0.420023,0.00204937
0.742088,0.57699,-0.420023,0.00204937
0.721299,0.596898,-0.418342,0.00203683
0.705964,0.61301,-0.410892,0.00230608
0.724125,0.615516,-0.419566,0.00183483
0.724576,0.609888,-0.417903,0.00181905
0.719899,0.6311,-0.425118,0.00194988
0.732028,0.633553,-0.428747,0.00181346
0.732028,0.633553,-0.428747,0.00181346
0.721933,0.622831,-0.421566,0.00162235
0.721933,0.622831,-0.421566,0.00162235
0.721933,0.622831,-0.421566,0.00162235
0.743272,0.645618,-0.436541,0.0020638
0.743272,0.645618,-0.436541,0.0020638
0.723899,0.664468,-0.417867,0.00198603
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.710552,0.677895,-0.418737,0.00246095
0.721731,0.65981,-0.419349,0.0026323
0.738463,0.645056,-0.42273,0.00248097
0.75526,0.654577,-0.433229,0.00172793
0.757584,0.631268,-0.438429,0.00179524
0.757584,0.631268,-0.438429,0.00179524
0.73355,0.61975,-0.432231,0.00199676
0.73355,0.61975,-0.432231,0.00199676
0.739974,0.618073,-0.435459,0.00172354
0.729413,0.623642,-0.425191,0.0017388
0.751262,0.615162,-0.435268,0.0015123
0.760901,0.628009,-0.446503,0.00170673
0.778402,0.612202,-0.447883,0.001431
0.797142,0.591176,-0.446809,0.00144479
0.820781,0.577753,-0.443394,0.00165102
0.813365,0.589843,-0.434623,0.00157249
0.834527,0.586424,-0.439916,0.00176336
0.811891,0.600232,-0.441307,0.00220908
0.834643,0.62158,-0.43769,0.00176732
0.846877,0.636674,-0.437991,0.00218122
0.846877,0.636674,-0.437991,0.00218122
0.846877,0.636674,-0.437991,0.00218122
0.846877,0.636674,-0.437991,0.00218122
0.846877,0.636674,-0.437991,0.00218122
0.853363,0.654777,-0.440154,0.00289078
0.853363,0.654777,-0.440154,0.00289078
0.848968,0.676994,-0.440679,0.00278628
0.848968,0.676994,-0.440679,0.00278628
0.848968,0.676994,-0.440679,0.00278628
0.848968,0.676994,-0.440679,0.00278628
0.840929,0.662581,-0.431728,0.00340451
0.816703,0.643048,-0.434906,0.00284885
0.795489,0.656091,-0.447172,0.00157087
0.805466,0.66842,-0.440176,0.00179079
0.805466,0.66842,-0.440176,0.00179079
0.805466,0.66842,-0.440176,0.00179079
0.807286,0.664165,-0.438146,0.00261244
0.826142,0.654775,-0.437125,0.00255312
0.812029,0.674491,-0.430231,0.00241468
0.812029,0.674491,-0.430231,0.00241468
0.789691,0.649919,-0.43951,0.00276299
0.789691,0.649919,-0.43951,0.00276299
0.789691,0.649919,-0.43951,0.00276299
0.807499,0.644047,-0.435961,0.00238309
0.807499,0.644047,-0.435961,0.00238309
0.796437,0.629627,-0.446247,0.00150655
0.80848,0.654432,-0.436759,0.00215598
0.80848,0.654432,-0.436759,0.00215598
0.831372,0.6333,-0.445199,0.00196306
0.845955,0.6322,-0.431449,0.00300084
0.830681,0.612607,-0.440822,0.00159172
0.816156,0.627278,-0.451705,0.00170226
0.813052,0.618692,-0.452408,0.0011662
0.835108,0.635749,-0.449614,0.00220455
0.815131,0.630284,-0.450388,0.0014808
0.799789,0.654181,-0.438463,0.00208553
0.799789,0.654181,-0.438463,0.00208553
0.776108,0.668323,-0.439428,0.00197712
0.761216,0.659471,-0.417807,0.00250728
0.752383,0.660811,-0.43101,0.00195462
0.752383,0.660811,-0.43101,0.00195462
0.752383,0.660811,-0.43101,0.00195462
0.752383,0.660811,-0.43101,0.00195462
0.752383,0.660811,-0.43101,0.00195462
0.752383,0.660811,-0.43101,0.00195462
0.752383,0.660811,-0.43101,0.00195462
0.752481,0.677565,-0.420332,0.00248989
0.756111,0.658929,-0.417404,0.00270659
0.74226,0.647934,-0.423638,0.00251166
0.744861,0.627558,-0.431423,0.00179919
0.744861,0.627558,-0.431423,0.00179919
0.744861,0.627558,-0.431423,0.00179919
0.740985,0.639574,-0.431041,0.00180473
0.737513,0.649009,-0.433625,0.00195
0.737513,0.649009,-0.433625,0.00195
0.751842,0.646961,-0.423835,0.00140789
0.74205,0.622256,-0.437689,0.00158686
0.74205,0.622256,-0.437689,0.00158686
0.74205,0.622256,-0.437689,0.00158686
0.74205,0.622256,-0.437689,0.00158686
0.749868,0.603116,-0.430273,0.00153742
0.774331,0.592354,-0.440623,0.00162328
0.753159,0.606444,-0.436187,0.00165509
0.753159,0.606444,-0.436187,0.00165509
0.746852,0.582359,-0.425902,0.00174392
0.725059,0.586321,-0.414869,0.00208181
0.71589,0.605093,-0.40987,0.00161332
0.700668,0.616095,-0.412634,0.00221788
0.700668,0.616095,-0.412634,0.00221788
0.723331,0.592275,-0.410327,0.00171431
0.732655,0.595341,-0.414942,0.00170524
0.743901,0.598101,-0.425684,0.00168959
0.746315,0.604377,-0.431254,0.00159772
0.763364,0.607993,-0.440607,0.00141106
0.763364,0.607993,-0.440607,0.00141106
0.763364,0.607993,-0.440607,0.00141106
0.772081,0.614888,-0.446501,0.00162401
0.795598,0.602286,-0.451306,0.00128085
0.820238,0.594323,-0.444432,0.0015732
0.826325,0.612748,-0.445893,0.00179001
0.810004,0.628527,-0.438286,0.00200552
0.826207,0.608852,-0.448949,0.00190372
0.81366,0.615959,-0.445222,0.00166657
0.79574,0.593725,-0.44835,0.00154315
0.783732,0.61566,-0.44465,0.00118916
0.782843,0.604888,-0.445508,0.00149276
0.767571,0.606051,-0.447525,0.00137298
0.767571,0.606051,-0.447525,0.00137298
0.767571,0.606051,-0.447525,0.00137298
0.767571,0.606051,-0.447525,0.00137298
0.767571,0.606051,-0.447525,0.00137298
0.756831,0.600158,-0.439302,0.00150863
0.75762,0.609252,-0.44153,0.00160227
0.75762,0.609252,-0.44153,0.00160227
0.737958,0.605793,-0.424963,0.00182005
0.737958,0.605793,-0.424963,0.00182005
0.737958,0.605793,-0.424963,0.00182005
0.731722,0.623842,-0.412897,0.00258637
0.747322,0.616075,-0.423074,0.00239607
0.743616,0.640414,-0.42975,0.00216105
0.743616,0.640414,-0.42975,0.00216105
0.749204,0.619445,-0.437229,0.00173664
0.739864,0.605751,-0.429692,0.00150781
0.759897,0.614777,-0.434212,0.00163323
0.75223,0.599254,-0.431773,0.00155846
0.754472,0.592461,-0.440806,0.00185197
0.754472,0.592461,-0.440806,0.00185197
0.760323,0.606013,-0.442405,0.00130483
0.785031,0.591922,-0.447713,0.00147215
0.785031,0.591922,-0.447713,0.00147215
0.785031,0.591922,-0.447713,0.00147215
0.804041,0.602525,-0.450543,0.00148666
0.790186,0.598839,-0.448215,0.0014987
0.77093,0.59397,-0.440341,0.00155161
0.787715,0.606437,-0.438039,0.00166984
0.806841,0.588922,-0.436921,0.00154567
0.788342,0.602662,-0.442145,0.00133725
0.788379,0.590983,-0.436665,0.001529
0.803284,0.611186,-0.448062,0.0015968
0.790043,0.626409,-0.441666,0.00169783
0.814456,0.621091,-0.451205,0.001624
0.803923,0.59973,-0.437935,0.00178693
0.792672,0.62434,-0.447817,0.00113224
0.805381,0.634322,-0.44429,0.00175611
0.794215,0.629744,-0.450315,0.00134608
0.795447,0.633893,-0.441857,0.00213571
0.775705,0.619543,-0.439925,0.00177574
0.776667,0.625646,-0.440531,0.00161067
0.752064,0.61496,-0.427391,0.00156643
0.752064,0.61496,-0.427391,0.00156643
0.756768,0.605338,-0.43326,0.00178468
0.756768,0.605338,-0.43326,0.00178468
0.769207,0.624732,-0.444132,0.00136709
0.76907,0.619216,-0.446387,0.00198416
0.759497,0.625238,-0.437136,0.00152328
0.782294,0.602439,-0.445346,0.001266
0.761911,0.606897,-0.4317,0.00169936
0.781748,0.596535,-0.454577,0.00163841
0.781748,0.596535,-0.454577,0.00163841
0.781748,0.596535,-0.454577,0.00163841
0.781748,0.596535,-0.454577,0.00163841
0.781748,0.596535,-0.454577,0.00163841
0.781748,0.596535,-0.454577,0.00163841
0.805762,0.589324,-0.447086,0.00137608
0.805775,0.607609,-0.449032,0.00131597
0.805775,0.607609,-0.449032,0.00131597
0.82255,0.623279,-0.448876,0.00152406
0.83389,0.625131,-0.443318,0.00386541
0.827097,0.605961,-0.444611,0.0017328
0.849304,0.584454,-0.444108,0.00184404
0.849304,0.584454,-0.444108,0.00184404
0.849304,0.584454,-0.444108,0.00184404
0.849304,0.584454,-0.444108,0.00184404
0.861534,0.575403,-0.427134,0.00205847
0.849705,0.561785,-0.423031,0.00237235
0.849705,0.561785,-0.423031,0.00237235
0.830872,0.565421,-0.421971,0.00244209
0.820748,0.58275,-0.441128,0.00165672
0.824631,0.594789,-0.44337,0.00155936
0.825608,0.60834,-0.446203,0.00156074
0.825608,0.60834,-0.446203,0.00156074
0.830728,0.595101,-0.447137,0.00133015
0.821282,0.617016,-0.447285,0.00167935
0.821282,0.617016,-0.447285,0.00167935
0.821282,0.617016,-0.447285,0.00167935
0.800249,0.613254,-0.445043,0.00123177
0.800618,0.593077,-0.440655,0.00214283
0.776737,0.587272,-0.438338,0.00154007
0.779431,0.572491,-0.421424,0.00185108
0.777096,0.579548,-0.436303,0.00165572
0.77911,0.58611,-0.434735,0.00149204
0.776869,0.597668,-0.443963,0.00128465
0.792303,0.605854,-0.445666,0.00159518
0.81519,0.593058,-0.448545,0.00152782
0.819148,0.614108,-0.452132,0.00183269
0.819148,0.614108,-0.452132,0.00183269
0.819148,0.614108,-0.452132,0.00183269
0.819148,0.614108,-0.452132,0.00183269
0.802522,0.632579,-0.445857,0.00221176
0.785837,0.630594,-0.444329,0.0018136
0.776282,0.631932,-0.439423,0.00118715
0.773543,0.615067,-0.446437,0.00184651
0.773543,0.615067,-0.446437,0.00184651
0.779026,0.611988,-0.445847,0.00133194
0.779026,0.611988,-0.445847,0.00133194
0.794605,0.622444,-0.441489,0.00207075
0.777446,0.627376,-0.441176,0.00120907
0.777446,0.627376,-0.441176,0.00120907
0.760319,0.63575,-0.440987,0.00137357
0.760319,0.63575,-0.440987,0.00137357
0.762747,0.654177,-0.431122,0.00209871
0.783356,0.655373,-0.444445,0.00171569
0.797561,0.647566,-0.434176,0.00229743
0.81839,0.639952,-0.434585,0.00264138
0.81839,0.639952,-0.434585,0.00264138
0.81839,0.639952,-0.434585,0.00264138
0.81839,0.639952,-0.434585,0.00264138
0.829422,0.637819,-0.446084,0.00184063
0.824158,0.644128,-0.439226,0.00243972
0.823541,0.637914,-0.443984,0.00225356
0.847967,0.63927,-0.44787,0.00200219
0.847967,0.63927,-0.44787,0.00200219
0.829996,0.624599,-0.447029,0.00178428
0.825658,0.633753,-0.430813,0.00295243
0.82986,0.643359,-0.447147,0.00213475
0.809501,0.620496,-0.443125,0.00207755
0.82766,0.596281,-0.446012,0.00162705
0.82766,0.596281,-0.446012,0.00162705
0.82766,0.596281,-0.446012,0.00162705
0.812923,0.587297,-0.441814,0.0015689
0.809654,0.57959,-0.437684,0.00168353
0.798334,0.586838,-0.437675,0.00159802
0.778273,0.584623,-0.438802,0.00167924
0.772798,0.570726,-0.42802,0.00182288
0.769075,0.572846,-0.421932,0.00182439
0.792541,0.593507,-0.453759,0.00137742
0.792541,0.593507,-0.453759,0.00137742
0.78863,0.597926,-0.44888,0.00153173
0.810477,0.573005,-0.434454,0.00190783
0.815471,0.595224,-0.445813,0.0012656
0.79772,0.591501,-0.451871,0.00159377
0.800609,0.599605,-0.450405,0.00149389
0.818308,0.598999,-0.449508,0.00204849
0.818308,0.598999,-0.449508,0.00204849
0.831031,0.622286,-0.447112,0.001879
0.808962,0.646594,-0.426988,0.0033723
0.814008,0.62517,-0.454038,0.00141725
0.81504,0.618437,-0.436115,0.0019097
0.81718,0.634087,-0.448586,0.00204009
0.81718,0.634087,-0.448586,0.00204009
0.810077,0.640569,-0.442477,0.00168373
0.802987,0.627911,-0.453839,0.00135453
0.817807,0.634932,-0.450612,0.00156724
0.817807,0.634932,-0.450612,0.00156724
0.805354,0.622631,-0.449853,0.00150042
0.81086,0.600572,-0.443796,0.0019782
0.81707,0.619545,-0.454472,0.00132804
0.81707,0.619545,-0.454472,0.00132804
0.81707,0.619545,-0.454472,0.00132804
0.834436,0.607384,-0.450453,0.00165532
0.816611,0.61291,-0.443554,0.00188289
0.792141,0.623573,-0.441003,0.00169299
0.785758,0.628134,-0.442977,0.00134328
0.809044,0.650402,-0.443492,0.00198034
0.831648,0.656913,-0.431259,0.00327098
0.835123,0.65179,-0.437397,0.00253671
0.822198,0.648773,-0.454775,0.00174671
0.822198,0.648773,-0.454775,0.00174671
0.822198,0.648773,-0.454775,0.00174671
0.822198,0.648773,-0.454775,0.00174671
0.822198,0.648773,-0.454775,0.00174671
0.839163,0.649854,-0.432091,0.00256471
0.840993,0.639274,-0.448471,0.00184165
0.840993,0.639274,-0.448471,0.00184165
0.860794,0.630807,-0.447958,0.00202857
0.860794,0.630807,-0.447958,0.00202857
0.860794,0.630807,-0.447958,0.00202857
0.860794,0.630807,-0.447958,0.00202857
0.860794,0.630807,-0.447958,0.00202857
0.855063,0.616486,-0.449058,0.00181797
0.855063,0.616486,-0.449058,0.00181797
0.860111,0.603757,-0.451501,0.00180426
0.860111,0.603757,-0.451501,0.00180426
0.860111,0.603757,-0.451501,0.00180426
0.860111,0.603757,-0.451501,0.00180426
0.846996,0.621795,-0.451246,0.00134127
0.846996,0.621795,-0.451246,0.00134127
0.84604,0.637576,-0.444008,0.0021616
0.84604,0.637576,-0.444008,0.0021616
0.84604,0.637576,-0.444008,0.0021616
0.84604,0.637576,-0.444008,0.0021616
0.845639,0.61488,-0.442092,0.0019985
0.860006,0.607189,-0.444503,0.00193729
0.860006,0.607189,-0.444503,0.00193729
0.841671,0.608866,-0.456935,0.00149027
0.841671,0.608866,-0.456935,0.00149027
0.841671,0.608866,-0.456935,0.00149027
0.841671,0.608866,-0.456935,0.00149027
0.844269,0.628659,-0.447397,0.00193844
0.836023,0.640809,-0.443394,0.00197967
0.836023,0.640809,-0.443394,0.00197967
0.818354,0.617342,-0.452602,0.00149623
0.818354,0.617342,-0.452602,0.00149623
0.801127,0.605755,-0.449396,0.00146351
0.814216,0.596756,-0.44902,0.00145073
0.797267,0.604018,-0.453199,0.00131511
0.797267,0.604018,-0.453199,0.00131511
0.772889,0.586179,-0.44709,0.00156121
0.769741,0.605307,-0.445143,0.00138598
0.773816,0.605927,-0.448302,0.00125058
0.760396,0.628341,-0.437118,0.00146597
0.760396,0.628341,-0.437118,0.00146597
0.768578,0.628498,-0.454339,0.00138021
0.757747,0.631871,-0.431233,0.00160693
0.760983,0.6446,-0.43204,0.00162888
0.762968,0.66431,-0.423443,0.00259457
0.762968,0.66431,-0.423443,0.00259457
0.762968,0.66431,-0.423443,0.00259457
0.758699,0.666999,-0.420222,0.00227717
0.743696,0.659808,-0.422589,0.00238422
0.743696,0.659808,-0.422589,0.00238422
0.743696,0.659808,-0.422589,0.00238422
0.749488,0.647059,-0.425824,0.00161975
0.740132,0.63122,-0.419493,0.00201806
0.718704,0.624552,-0.423394,0.00210254
0.731847,0.621787,-0.43078,0.00170963
0.731847,0.621787,-0.43078,0.00170963
0.738569,0.602932,-0.427592,0.00152748
0.742542,0.613082,-0.432018,0.00176223
0.742542,0.613082,-0.432018,0.00176223
0.759564,0.619831,-0.435322,0.00161785
0.749769,0.613905,-0.435823,0.0018085
0.768465,0.598731,-0.446634,0.00161603
0.778886,0.589937,-0.443616,0.00131379
0.792495,0.586795,-0.438466,0.00174184
0.790926,0.581157,-0.434141,0.00140856
0.805719,0.584466,-0.441161,0.00164176
