mu,sigma,integral,error
0.83339,0.646709,-0.431164,0.00259165
0.822778,0.666091,-0.410088,0.00277175
0.837615,0.644667,-0.449629,0.00202018
0.859697,0.655628,-0.429826,0.00381097
0.859697,0.655628,-0.429826,0.00381097
0.880039,0.641202,-0.417063,0.00428617
0.878985,0.657775,-0.413609,0.00299987
0.864488,0.65576,-0.43954,0.00278126
0.852961,0.648432,-0.418205,0.0030305
0.846872,0.625433,-0.430413,0.00310054
0.833747,0.650299,-0.415287,0.00511295
0.834738,0.670876,-0.402515,0.00428478
0.855997,0.661928,-0.406596,0.00531804
0.866892,0.643491,-0.421204,0.00409989
0.849482,0.654447,-0.432611,0.0027384
0.845097,0.631433,-0.430398,0.00244024
0.861944,0.610349,-0.451558,0.00245346
0.87798,0.598208,-0.429551,0.00251147
0.868867,0.593938,-0.429595,0.0021372
0.868867,0.593938,-0.429595,0.0021372
0.845454,0.603695,-0.441977,0.00184984
0.860849,0.587607,-0.429007,0.00165199
0.864786,0.576002,-0.427617,0.00224825
0.840831,0.580242,-0.43881,0.00206591
0.840831,0.580242,-0.43881,0.00206591
0.840831,0.580242,-0.43881,0.00206591
0.840644,0.59463,-0.449381,0.00170607
0.854674,0.586732,-0.448631,0.00192583
0.832149,0.590365,-0.441173,0.00165899
0.851658,0.57085,-0.431912,0.00214921
0.844451,0.58703,-0.424666,0.00236317
0.845849,0.584551,-0.437203,0.00195631
0.869889,0.60677,-0.436559,0.00196351
0.869889,0.60677,-0.436559,0.00196351
0.869148,0.629064,-0.439767,0.00265483
0.861898,0.640935,-0.41604,0.00313019
0.866286,0.619087,-0.438779,0.00239712
0.854404,0.629501,-0.43516,0.00266601
0.832233,0.646848,-0.437797,0.00218389
0.816349,0.649793,-0.432655,0.00259642
0.811577,0.633182,-0.453471,0.00193137
0.803552,0.641019,-0.444911,0.00165619
0.805313,0.623393,-0.450067,0.00117243
0.827553,0.627091,-0.442157,0.0016849
0.807451,0.635299,-0.447734,0.00176647
0.805907,0.651135,-0.434304,0.00242884
0.785435,0.634257,-0.440789,0.00161704
0.761354,0.613212,-0.438089,0.00160551
0.782043,0.589984,-0.442486,0.00146472
0.777013,0.591726,-0.435214,0.0016215
0.78223,0.590042,-0.437484,0.0014988
0.770993,0.584546,-0.426918,0.00157055
0.794441,0.590156,-0.44108,0.0016114
0.794441,0.590156,-0.44108,0.0016114
0.808044,0.610006,-0.454897,0.00147086
0.808044,0.610006,-0.454897,0.00147086
0.799377,0.58991,-0.442185,0.00189828
0.799377,0.58991,-0.442185,0.00189828
0.799747,0.593163,-0.443615,0.00147581
0.794695,0.613518,-0.450837,0.00129666
0.775508,0.637602,-0.435759,0.00200953
0.766333,0.650821,-0.432627,0.00279878
0.747589,0.667173,-0.419239,0.00210472
0.738636,0.655717,-0.419091,0.00222169
0.741748,0.655931,-0.42671,0.00203473
0.743021,0.662431,-0.423116,0.00186113
0.728405,0.66677,-0.420307,0.00179379
0.748084,0.68311,-0.390603,0.00467958
0.768915,0.704136,-0.403469,0.00343499
0.773178,0.683341,-0.408669,0.00352299
0.781891,0.707503,-0.39335,0.00407084
0.77553,0.716403,-0.36279,0.0068501
0.79338,0.695509,-0.398565,0.0040379
0.773454,0.672494,-0.412319,0.00352901
0.762913,0.697132,-0.409215,0.00252907
0.780119,0.695557,-0.387061,0.00484177
0.804227,0.698182,-0.404346,0.00333781
0.784941,0.706257,-0.384106,0.00495416
0.76003,0.727823,-0.384006,0.00443509
0.772544,0.740283,-0.371613,0.00568569
0.772544,0.740283,-0.371613,0.00568569
0.772544,0.740283,-0.371613,0.00568569
0.772544,0.740283,-0.371613,0.00568569
0.772544,0.740283,-0.371613,0.00568569
0.758671,0.723379,-0.396368,0.00388122
0.765894,0.737019,-0.404134,0.00352276
0.750863,0.719631,-0.379108,0.00452559
0.752538,0.716803,-0.386837,0.00416918
0.767785,0.70914,-0.383811,0.00386456
0.761647,0.713461,-0.390449,0.0039621
0.759476,0.736029,-0.369996,0.0047754
0.759476,0.736029,-0.369996,0.0047754
0.780106,0.725945,-0.381076,0.00637198
0.762309,0.743521,-0.355423,0.00619016
0.762274,0.737978,-0.380175,0.00462965
0.778265,0.719427,-0.401871,0.00427084
0.753848,0.738891,-0.387563,0.00386444
0.760496,0.722505,-0.39825,0.00347006
0.759187,0.717216,-0.401673,0.00394228
0.759187,0.717216,-0.401673,0.00394228
0.759187,0.717216,-0.401673,0.00394228
0.763489,0.693891,-0.423083,0.00239077
0.763489,0.693891,-0.423083,0.00239077
0.773439,0.673918,-0.424306,0.00232781
0.78327,0.653235,-0.426638,0.00227381
0.800236,0.649137,-0.436058,0.00262062
0.799783,0.645717,-0.43874,0.00311631
0.815535,0.658558,-0.445582,0.00251142
0.815535,0.658558,-0.445582,0.00251142
0.815535,0.658558,-0.445582,0.00251142
0.836237,0.650819,-0.447997,0.00204706
0.836237,0.650819,-0.447997,0.00204706
0.814697,0.663299,-0.429245,0.00288139
0.810989,0.65141,-0.432727,0.00306709
0.806234,0.640115,-0.441975,0.00170168
0.796057,0.633235,-0.448832,0.00136444
0.795403,0.64624,-0.427272,0.00355309
0.792893,0.669999,-0.437625,0.00228496
0.808318,0.652186,-0.430863,0.00226271
0.808318,0.652186,-0.430863,0.00226271
0.785497,0.649075,-0.4462,0.00199809
0.78699,0.665961,-0.436126,0.0022241
0.799667,0.670139,-0.422628,0.00335701
0.809777,0.648316,-0.437228,0.00244582
0.811363,0.661264,-0.428198,0.00284776
0.811363,0.661264,-0.428198,0.00284776
0.811363,0.661264,-0.428198,0.00284776
0.831997,0.673187,-0.394523,0.00452304
0.816938,0.665157,-0.445406,0.00186261
0.814051,0.687949,-0.425695,0.00251946
0.829822,0.682561,-0.412953,0.0039637
0.812266,0.679363,-0.418324,0.00316926
0.797031,0.665551,-0.434472,0.00345351
0.797031,0.665551,-0.434472,0.00345351
0.781232,0.656845,-0.443408,0.0019661
0.806207,0.6352,-0.446236,0.00160529
0.786462,0.638248,-0.444185,0.0016656
0.794612,0.616551,-0.453052,0.00148457
0.782997,0.625909,-0.444399,0.00148827
0.761967,0.636967,-0.444043,0.00156593
0.773798,0.65293,-0.428036,0.00220163
0.791803,0.638414,-0.445143,0.00259373
0.791273,0.617716,-0.436115,0.00144429
0.787956,0.616666,-0.442387,0.00105054
0.79865,0.639137,-0.430146,0.00363805
0.789663,0.638893,-0.451061,0.00156985
0.809437,0.617496,-0.446829,0.0021589
0.784688,0.628063,-0.442636,0.00146579
0.767371,0.608983,-0.44269,0.00166004
0.785827,0.607445,-0.442435,0.00118966
0.785725,0.61154,-0.444824,0.00126669
0.809556,0.614896,-0.442424,0.00211396
0.828146,0.608895,-0.438609,0.00165409
0.823995,0.586446,-0.44847,0.00178516
0.841388,0.581202,-0.431928,0.00182201
0.849888,0.582427,-0.436825,0.0023305
0.841053,0.605211,-0.449621,0.0016807
0.849828,0.592977,-0.43916,0.0019202
0.854132,0.577486,-0.43122,0.00183351
0.865557,0.584028,-0.432002,0.00196967
0.865557,0.584028,-0.432002,0.00196967
0.841264,0.567758,-0.427549,0.00194693
0.841264,0.567758,-0.427549,0.00194693
0.82924,0.576661,-0.433972,0.00177747
0.82924,0.576661,-0.433972,0.00177747
0.809157,0.559079,-0.411841,0.00220521
0.790719,0.572819,-0.418327,0.00170194
0.784332,0.572139,-0.435178,0.00215914
0.784152,0.54912,-0.404465,0.00221675
0.761407,0.560522,-0.418151,0.00215804
0.767133,0.572582,-0.440788,0.00194042
0.767133,0.572582,-0.440788,0.00194042
0.774542,0.576682,-0.431176,0.00176348
0.774542,0.576682,-0.431176,0.00176348
0.768624,0.588903,-0.436521,0.00159004
0.777686,0.576782,-0.4335,0.0018523
0.770997,0.570284,-0.439366,0.00196174
0.794786,0.556883,-0.421824,0.00226097
0.815168,0.568233,-0.43132,0.00196191
0.823582,0.569611,-0.427639,0.00189209
0.808994,0.57783,-0.447952,0.00172443
0.811791,0.596496,-0.448732,0.00157554
0.811791,0.596496,-0.448732,0.00157554
0.811604,0.606642,-0.449113,0.00143374
0.831532,0.613221,-0.446441,0.00218106
0.855789,0.632949,-0.440194,0.00230521
0.855789,0.632949,-0.440194,0.00230521
0.836895,0.646752,-0.444884,0.00274504
0.815573,0.625476,-0.444016,0.00191913
0.81276,0.610992,-0.435231,0.00192664
0.791395,0.590827,-0.441119,0.00155032
0.802765,0.595391,-0.447623,0.00145248
0.815495,0.602077,-0.450653,0.00143511
0.815495,0.602077,-0.450653,0.00143511
0.8253,0.595224,-0.446947,0.00151003
0.817915,0.582955,-0.434382,0.00157686
0.839744,0.564398,-0.410786,0.0022838
0.85784,0.56808,-0.431402,0.00236439
0.85784,0.56808,-0.431402,0.00236439
0.869024,0.588302,-0.42761,0.00209396
0.869024,0.588302,-0.42761,0.00209396
0.851366,0.581453,-0.437642,0.00199913
0.842463,0.567912,-0.427569,0.00237702
0.835013,0.567331,-0.426307,0.00236096
0.8582,0.586583,-0.436715,0.00219824
0.846287,0.587306,-0.431291,0.00216838
0.842023,0.597416,-0.43955,0.00163305
0.845896,0.583732,-0.436182,0.0018884
0.869538,0.574437,-0.412791,0.00245269
0.869538,0.574437,-0.412791,0.00245269
0.884993,0.582427,-0.421284,0.00216216
0.877672,0.60372,-0.437367,0.00229394
0.859405,0.621695,-0.436453,0.00192071
0.835884,0.603378,-0.445853,0.00190904
0.835884,0.603378,-0.445853,0.00190904
0.840567,0.6069,-0.44751,0.00179889
0.840567,0.6069,-0.44751,0.00179889
0.818418,0.609719,-0.45437,0.00131403
0.810966,0.608255,-0.448172,0.00170609
0.803808,0.612892,-0.442992,0.00197684
0.800964,0.626986,-0.441536,0.00194489
0.793616,0.621868,-0.431822,0.00191899
0.784584,0.617448,-0.442935,0.00136895
0.772182,0.597561,-0.434639,0.00154693
0.772182,0.597561,-0.434639,0.00154693
0.768195,0.595591,-0.43965,0.001889
0.7841,0.58418,-0.440306,0.00165132
0.789621,0.601209,-0.441762,0.00146986
0.766464,0.617458,-0.444849,0.00139417
0.791113,0.599977,-0.454599,0.00128529
0.774124,0.578287,-0.426744,0.00153423
0.775577,0.589855,-0.444681,0.00150278
0.785431,0.584848,-0.445672,0.00166382
0.785431,0.584848,-0.445672,0.00166382
0.765369,0.599649,-0.433366,0.0013421
0.740573,0.582942,-0.422744,0.00146627
0.728967,0.590288,-0.406736,0.00165875
0.714973,0.580838,-0.411029,0.0018476
0.719059,0.573356,-0.395754,0.00228801
0.715103,0.567227,-0.397459,0.00233313
0.691296,0.591833,-0.404796,0.00250771
0.703771,0.593508,-0.401303,0.00230625
0.72573,0.588868,-0.415018,0.00191707
0.736686,0.60442,-0.421652,0.00208558
0.75308,0.600224,-0.433503,0.00167831
0.748896,0.581405,-0.424727,0.00203232
0.725092,0.606106,-0.421261,0.00174693
0.746016,0.623965,-0.421894,0.00146661
0.755178,0.634181,-0.432958,0.00169945
0.736686,0.626427,-0.427331,0.00211002
0.720623,0.62615,-0.40987,0.00240025
0.715168,0.646572,-0.412407,0.00204485
0.723289,0.659579,-0.408255,0.00237189
0.699155,0.660329,-0.392728,0.00225017
0.694244,0.67315,-0.391336,0.00251935
0.694244,0.67315,-0.391336,0.00251935
0.68632,0.662423,-0.398514,0.00256765
0.68632,0.662423,-0.398514,0.00256765
0.70318,0.668586,-0.410754,0.0022668
0.695658,0.658004,-0.417097,0.00239565
0.680021,0.647538,-0.379346,0.00260853
0.684491,0.653462,-0.394931,0.0026217
0.672081,0.650675,-0.381703,0.00273999
0.687256,0.661981,-0.385045,0.00224727
0.684209,0.677318,-0.384936,0.00295454
0.701359,0.661022,-0.39856,0.00245995
0.720872,0.681673,-0.396225,0.00224041
0.720872,0.681673,-0.396225,0.00224041
0.719484,0.656677,-0.421138,0.00219107
0.738743,0.64848,-0.430602,0.00195115
0.756938,0.65565,-0.431837,0.00172944
0.770486,0.662795,-0.418007,0.00252705
0.777301,0.651181,-0.431114,0.00295585
0.779904,0.656157,-0.432047,0.00199712
0.792764,0.638537,-0.444144,0.00207721
0.792764,0.638537,-0.444144,0.00207721
0.79346,0.634157,-0.435474,0.00206623
0.804163,0.631075,-0.453517,0.00150472
0.804163,0.631075,-0.453517,0.00150472
0.824788,0.637376,-0.445631,0.001583
0.823487,0.649237,-0.428783,0.00266278
0.827198,0.629716,-0.443867,0.00169062
0.828614,0.63475,-0.443469,0.00249751
0.837591,0.625433,-0.437597,0.00334855
0.836858,0.644967,-0.439192,0.00221797
0.831371,0.627012,-0.435513,0.00258711
0.808298,0.634845,-0.433704,0.00342002
0.808298,0.634845,-0.433704,0.00342002
0.796413,0.612024,-0.443799,0.00135568
0.802142,0.630621,-0.446365,0.0015111
0.802142,0.630621,-0.446365,0.0015111
0.813564,0.643224,-0.433254,0.00261908
0.835147,0.666361,-0.423477,0.00285614
0.829479,0.658755,-0.424901,0.00316518
0.845898,0.655715,-0.430718,0.00298004
0.835105,0.667665,-0.432573,0.00266612
0.835105,0.667665,-0.432573,0.00266612
0.835105,0.667665,-0.432573,0.00266612
0.829689,0.650444,-0.429252,0.00303904
0.83468,0.638635,-0.441174,0.00231687
0.83468,0.638635,-0.441174,0.00231687
0.840976,0.654533,-0.429321,0.0032218
0.859488,0.678994,-0.399149,0.00484993
0.848325,0.690644,-0.407242,0.00461226
0.824329,0.686946,-0.437185,0.00299973
0.8001,0.673761,-0.433517,0.00275356
0.796904,0.67065,-0.426992,0.00249643
0.817825,0.687763,-0.428683,0.00319788
0.826729,0.678079,-0.422829,0.00346406
0.830741,0.67233,-0.407364,0.00431899
0.829551,0.688189,-0.435733,0.0028499
0.815654,0.666269,-0.434387,0.00296575
0.794764,0.689562,-0.439685,0.00266625
0.781091,0.688653,-0.419223,0.00251922
0.781091,0.688653,-0.419223,0.00251922
0.777224,0.710444,-0.391985,0.00469557
0.772241,0.68975,-0.42457,0.00242558
0.772241,0.68975,-0.42457,0.00242558
0.773033,0.700992,-0.406858,0.00309276
0.773033,0.700992,-0.406858,0.00309276
0.784598,0.717062,-0.386061,0.00465766
0.798225,0.716129,-0.375449,0.00494363
0.804803,0.722279,-0.403397,0.00377523
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.819551,0.719517,-0.406252,0.00434952
0.803595,0.709604,-0.423272,0.00344493
0.796814,0.685817,-0.425016,0.0030861
0.794826,0.670839,-0.416592,0.00407912
0.784685,0.669604,-0.436449,0.00239486
0.782994,0.66871,-0.43851,0.00225675
0.774346,0.69199,-0.426312,0.00333974
0.782154,0.676001,-0.421953,0.00279349
0.802205,0.65903,-0.441136,0.00210566
0.787668,0.661969,-0.431761,0.00189843
0.787668,0.661969,-0.431761,0.00189843
0.794834,0.645373,-0.449642,0.00182758
0.771599,0.647208,-0.437706,0.00158069
0.771599,0.647208,-0.437706,0.00158069
0.776188,0.64881,-0.434568,0.00199932
0.770505,0.670634,-0.425406,0.00233998
0.745799,0.666487,-0.410266,0.00297987
0.743637,0.676598,-0.406693,0.0027644
0.72362,0.690127,-0.416325,0.00239639
0.729873,0.665245,-0.414,0.00248819
0.751483,0.674216,-0.411406,0.00249092
0.772842,0.659618,-0.417852,0.001699
0.769167,0.675499,-0.428734,0.00222816
0.769167,0.675499,-0.428734,0.00222816
0.746682,0.692616,-0.416459,0.00258736
0.765115,0.669035,-0.423437,0.00263178
0.740665,0.654703,-0.425753,0.00216603
0.754951,0.664284,-0.409779,0.0034203
0.778852,0.639476,-0.447416,0.00145228
0.803423,0.661286,-0.443243,0.00213027
0.810463,0.671341,-0.446955,0.00195838
0.810463,0.671341,-0.446955,0.00195838
0.810463,0.671341,-0.446955,0.00195838
0.818108,0.663175,-0.428967,0.00370134
0.813859,0.661498,-0.430598,0.00271984
0.806487,0.636791,-0.452291,0.00153946
0.791919,0.633316,-0.433357,0.0025877
0.791757,0.643446,-0.437125,0.00303801
0.810891,0.639136,-0.431147,0.00354442
0.791293,0.634915,-0.443072,0.001849
0.781993,0.6441,-0.432854,0.0022882
0.787446,0.665753,-0.423061,0.00262484
0.777492,0.685101,-0.422824,0.00276977
0.769377,0.6736,-0.405337,0.00442231
0.763812,0.655405,-0.429344,0.00217792
0.781218,0.633554,-0.44064,0.00164324
0.782539,0.629325,-0.45467,0.00110501
0.767899,0.637996,-0.442376,0.00188
0.786116,0.636971,-0.439424,0.00159465
0.797771,0.661262,-0.424272,0.00300589
0.783065,0.636698,-0.441476,0.00160258
0.799276,0.657024,-0.441588,0.00239393
0.812478,0.642015,-0.437032,0.00218237
0.825686,0.624783,-0.442423,0.00233559
0.825686,0.624783,-0.442423,0.00233559
0.803073,0.605353,-0.447218,0.00171143
0.821651,0.616035,-0.445682,0.0015966
0.821651,0.616035,-0.445682,0.0015966
0.797591,0.594181,-0.449901,0.00148723
0.809421,0.586017,-0.444026,0.00164909
0.794933,0.575727,-0.434079,0.00191801
0.814626,0.579198,-0.439561,0.0015598
0.822811,0.579359,-0.438732,0.0021451
0.822811,0.579359,-0.438732,0.0021451
0.828284,0.588982,-0.430853,0.00192933
0.80582,0.611154,-0.451384,0.00142346
0.820592,0.588655,-0.438611,0.00138724
0.809845,0.59583,-0.449031,0.00160756
0.791677,0.586982,-0.44508,0.00159805
0.81001,0.589303,-0.445619,0.00175275
0.825044,0.572584,-0.438114,0.00212247
0.807909,0.557733,-0.425137,0.00220248
0.78306,0.54418,-0.402445,0.00229749
0.781071,0.555205,-0.409679,0.00208136
0.780464,0.5346,-0.392948,0.00260537
0.780464,0.5346,-0.392948,0.00260537
0.780464,0.5346,-0.392948,0.00260537
0.762781,0.556281,-0.428077,0.00222408
0.779839,0.574878,-0.42957,0.00169118
0.779236,0.565855,-0.42691,0.00200661
0.779236,0.565855,-0.42691,0.00200661
0.773302,0.572549,-0.428463,0.00152243
0.761152,0.561691,-0.416459,0.00224723
0.751104,0.562857,-0.413876,0.00223345
0.763649,0.568713,-0.425219,0.00204113
0.763649,0.568713,-0.425219,0.00204113
0.769456,0.56992,-0.423779,0.00202281
0.759402,0.56865,-0.423877,0.00196407
0.76809,0.55638,-0.422517,0.00218331
0.759001,0.557877,-0.413302,0.00212068
0.739962,0.574314,-0.422114,0.00199272
0.717619,0.584641,-0.412122,0.00235254
0.717619,0.584641,-0.412122,0.00235254
0.702362,0.580045,-0.406094,0.00234231
0.708485,0.597311,-0.418697,0.00218614
0.732858,0.614899,-0.42693,0.0028477
0.748455,0.630333,-0.431928,0.00191869
0.762305,0.649909,-0.433651,0.00229199
0.762305,0.649909,-0.433651,0.00229199
0.74243,0.633076,-0.435056,0.00188932
0.717517,0.657791,-0.412113,0.00179203
0.696878,0.651524,-0.400533,0.00244906
0.720894,0.643819,-0.424014,0.00210767
0.720894,0.643819,-0.424014,0.00210767
0.737744,0.641473,-0.413511,0.00206824
0.724728,0.644286,-0.423641,0.00182809
0.725741,0.645841,-0.416955,0.00191328
0.703812,0.640895,-0.400507,0.00230724
0.703812,0.640895,-0.400507,0.00230724
0.705071,0.6598,-0.407562,0.00241999
0.707408,0.667085,-0.407759,0.00220309
0.725512,0.664637,-0.42054,0.00292114
0.717627,0.645669,-0.418797,0.00198167
0.710606,0.63964,-0.413923,0.00196181
0.733037,0.660573,-0.424453,0.00219867
0.713561,0.662741,-0.415311,0.00241619
0.713561,0.662741,-0.415311,0.00241619
0.702578,0.650127,-0.402723,0.00251518
0.692632,0.667438,-0.396201,0.00261667
0.668406,0.655418,-0.390029,0.00283066
0.655569,0.641639,-0.371016,0.00248584
0.672284,0.635892,-0.377134,0.00266929
0.692288,0.653323,-0.402986,0.00236554
0.704734,0.661714,-0.412917,0.00192889
0.724652,0.681749,-0.396194,0.00259265
0.724652,0.681749,-0.396194,0.00259265
0.717389,0.660536,-0.423159,0.00217873
0.717389,0.660536,-0.423159,0.00217873
0.717389,0.660536,-0.423159,0.00217873
0.725883,0.641682,-0.411115,0.00205763
0.712571,0.642956,-0.41748,0.00195196
0.69408,0.665712,-0.410695,0.00258171
0.711793,0.652142,-0.40306,0.00194439
0.702597,0.633873,-0.411846,0.00209103
0.701931,0.643625,-0.389698,0.00192059
0.712147,0.619514,-0.422161,0.00210478
0.712147,0.619514,-0.422161,0.00210478
0.699238,0.616271,-0.400703,0.00216966
0.69291,0.602361,-0.397328,0.00219682
0.709486,0.624635,-0.412724,0.0020565
0.697296,0.637086,-0.399674,0.00200171
0.70854,0.63254,-0.417738,0.0018017
0.731878,0.655255,-0.411574,0.00308248
0.726159,0.677048,-0.400778,0.00256751
0.714743,0.652885,-0.397309,0.00216833
0.724249,0.659658,-0.410626,0.002483
0.730968,0.642633,-0.429227,0.00178371
0.722803,0.624553,-0.430242,0.00203764
0.722803,0.624553,-0.430242,0.00203764
0.722803,0.624553,-0.430242,0.00203764
0.727982,0.606131,-0.421364,0.0021017
0.731111,0.58552,-0.429757,0.00208027
0.75571,0.56782,-0.408387,0.00190667
0.75571,0.56782,-0.408387,0.00190667
0.743951,0.557164,-0.416951,0.0025113
0.762711,0.578326,-0.424454,0.00204973
0.760435,0.575219,-0.41902,0.00185919
0.739432,0.57685,-0.417388,0.00244258
0.739432,0.57685,-0.417388,0.00244258
0.746573,0.555272,-0.404962,0.00243014
0.740144,0.557455,-0.401093,0.00239562
0.740144,0.557455,-0.401093,0.00239562
0.751912,0.581222,-0.429151,0.00181857
0.755186,0.575854,-0.421973,0.00222226
0.751964,0.583798,-0.431943,0.00179864
0.774534,0.57105,-0.429134,0.00195042
0.765215,0.569956,-0.425949,0.00202289
0.765215,0.569956,-0.425949,0.00202289
0.764536,0.579876,-0.435005,0.00197243
0.744405,0.571083,-0.419573,0.00184314
0.720115,0.570765,-0.410558,0.00214802
0.720115,0.570765,-0.410558,0.00214802
0.731261,0.547395,-0.396185,0.00270711
0.711022,0.550067,-0.392531,0.00243293
0.717398,0.537437,-0.372367,0.00238668
0.717398,0.537437,-0.372367,0.00238668
0.708515,0.552251,-0.378659,0.00267456
0.708515,0.552251,-0.378659,0.00267456
0.687718,0.571695,-0.388063,0.0025528
0.711529,0.594373,-0.410985,0.00190608
0.71415,0.582007,-0.405623,0.00221531
0.715495,0.592352,-0.405466,0.00219133
0.69386,0.585217,-0.384871,0.00229545
0.681338,0.585665,-0.385318,0.00262107
0.681338,0.585665,-0.385318,0.00262107
0.66864,0.606865,-0.382508,0.00280104
0.682948,0.612502,-0.386931,0.00252793
0.699762,0.594804,-0.398328,0.00228081
0.718,0.590179,-0.407618,0.00183233
0.741821,0.574271,-0.414953,0.00230414
0.755713,0.572207,-0.426994,0.0021115
0.755713,0.572207,-0.426994,0.0021115
0.749371,0.587658,-0.435127,0.00169673
0.749371,0.587658,-0.435127,0.00169673
0.735386,0.606535,-0.427774,0.00185866
0.735386,0.606535,-0.427774,0.00185866
0.738371,0.581952,-0.427453,0.00205823
0.722718,0.606399,-0.418115,0.00173617
0.724195,0.602269,-0.423312,0.00185594
0.74018,0.588828,-0.429505,0.00185117
0.74018,0.588828,-0.429505,0.00185117
0.721609,0.609223,-0.419642,0.00191847
0.715788,0.599789,-0.410862,0.00186672
0.691792,0.61909,-0.404207,0.00216299
0.691792,0.61909,-0.404207,0.00216299
0.716022,0.639255,-0.405649,0.0018297
0.73007,0.651209,-0.417801,0.00205846
0.731759,0.660953,-0.413402,0.0021092
0.719923,0.653933,-0.415711,0.00209191
0.719923,0.653933,-0.415711,0.00209191
0.719896,0.629009,-0.418331,0.00204319
0.719896,0.629009,-0.418331,0.00204319
0.73255,0.633848,-0.416734,0.00249317
0.73255,0.633848,-0.416734,0.00249317
0.718274,0.652372,-0.405648,0.00269033
0.73867,0.675912,-0.411288,0.00288117
0.760011,0.693992,-0.400367,0.00353545
0.739982,0.693671,-0.413342,0.00303374
0.743378,0.692538,-0.413326,0.00231752
0.754791,0.708028,-0.394554,0.00341389
0.762554,0.711871,-0.409147,0.00323428
0.758783,0.692644,-0.419742,0.00229788
0.758783,0.692644,-0.419742,0.00229788
0.744344,0.716833,-0.387277,0.00269653
0.755203,0.741524,-0.359755,0.00587041
0.73484,0.755432,-0.362694,0.00420948
0.71285,0.759223,-0.358498,0.00560913
0.71648,0.73941,-0.37846,0.00357443
0.707247,0.747809,-0.372539,0.00443276
0.708658,0.743524,-0.376814,0.00281038
0.723962,0.750943,-0.351345,0.00822642
0.70607,0.735021,-0.379541,0.00351157
0.70607,0.735021,-0.379541,0.00351157
0.70806,0.733369,-0.380029,0.00329984
0.70806,0.733369,-0.380029,0.00329984
0.726161,0.747496,-0.399794,0.00301654
0.726161,0.747496,-0.399794,0.00301654
0.726161,0.747496,-0.399794,0.00301654
0.726161,0.747496,-0.399794,0.00301654
0.726161,0.747496,-0.399794,0.00301654
0.726161,0.747496,-0.399794,0.00301654
0.718057,0.732233,-0.352362,0.00637546
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.732472,0.728373,-0.406333,0.00304028
0.742542,0.739059,-0.401727,0.00256544
0.765007,0.721656,-0.40389,0.00352475
0.765007,0.721656,-0.40389,0.00352475
0.765007,0.721656,-0.40389,0.00352475
0.775524,0.70932,-0.400731,0.004243
0.759625,0.692573,-0.416695,0.00312806
0.781118,0.701334,-0.390197,0.00366951
0.787544,0.708076,-0.381395,0.00392934
0.775135,0.687016,-0.41944,0.00286938
0.775135,0.687016,-0.41944,0.00286938
0.775135,0.687016,-0.41944,0.00286938
0.766613,0.696977,-0.409012,0.00329777
0.774002,0.696065,-0.423293,0.00297739
0.759127,0.701977,-0.383151,0.00462776
0.756351,0.721415,-0.400781,0.00299138
0.776071,0.731604,-0.395254,0.00376842
0.776071,0.731604,-0.395254,0.00376842
0.754282,0.730924,-0.38579,0.00436222
0.730193,0.707209,-0.390317,0.00344646
0.743558,0.712362,-0.388404,0.00431563
0.73206,0.691182,-0.388694,0.00292077
0.74831,0.680451,-0.424027,0.00245054
0.755712,0.678409,-0.413268,0.00271443
0.735489,0.692245,-0.390287,0.00386466
0.750072,0.695732,-0.404987,0.00328971
0.758262,0.716784,-0.381344,0.00433982
0.779667,0.703469,-0.386682,0.00456955
0.804356,0.682255,-0.406849,0.0041833
0.808534,0.687564,-0.405856,0.00327902
0.81937,0.686424,-0.403776,0.00378982
0.838511,0.665438,-0.430116,0.00272227
0.838511,0.665438,-0.430116,0.00272227
0.830794,0.650599,-0.450555,0.00189649
0.812609,0.664927,-0.439845,0.00227767
0.790134,0.641164,-0.442298,0.00204822
0.769913,0.658741,-0.42345,0.00207156
0.756378,0.655006,-0.42017,0.00290795
0.740036,0.66116,-0.411639,0.00251127
0.717345,0.644898,-0.418139,0.00242284
0.717345,0.644898,-0.418139,0.00242284
0.72988,0.620323,-0.419207,0.00201144
0.725046,0.627241,-0.413493,0.00199904
0.746595,0.616486,-0.437211,0.00173991
0.746595,0.616486,-0.437211,0.00173991
0.75364,0.592467,-0.43391,0.00159934
0.773245,0.585228,-0.424615,0.00172358
0.784634,0.600803,-0.443717,0.00151801
0.796781,0.60909,-0.441804,0.00173406
0.796781,0.60909,-0.441804,0.00173406
0.776032,0.587998,-0.446519,0.00162963
0.766398,0.606899,-0.442974,0.00144581
0.756197,0.624036,-0.444024,0.0015978
0.757219,0.644274,-0.430405,0.0021033
0.749427,0.649336,-0.432293,0.00172766
0.757025,0.629073,-0.442741,0.00162892
