x
-3.77351
-3.77351
-4.00236
-1.95207
-1.95207
-3.23711
-3.23711
-3.23711
-3.23711
-3.23711
-3.23711
-3.23711
-3.30484
-3.51346
-3.51346
-3.7955
-2.6274
-2.6274
-2.6274
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
-2.60883
2.24593
2.24593
2.62743
2.44272
2.44272
2.44272
2.44272
2.44272
2.44272
2.44272
2.44272
4.19204
3.19116
3.19116
2.56003
2.56003
3.32026
3.32026
3.32026
3.32026
3.32026
3.32026
3.32026
3.32026
3.32026
3.79826
3.79826
3.79826
2.21462
-2.39122
-2.39122
-2.39122
-2.39122
-2.39122
-2.39122
-2.39122
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-2.97581
-3.5137
-2.52963
-2.52963
-2.57153
-3.98153
-3.98153
-3.98153
-1.99847
-1.99847
-1.99847
-4.03483
-2.79192
-2.79192
-2.79192
-2.79192
-2.79192
1.90242
1.90242
1.90242
3.08385
3.47088
3.87242
3.87242
0.700395
-0.0398368
-2.95243
-2.95243
-2.82601
-2.62294
-2.62294
1.41465
1.41465
-1.3188
-1.3188
-1.3188
-1.3188
-2.86428
-2.86428
-2.31188
-2.31188
-3.40806
-3.765
-3.765
-3.765
-3.765
-2.69856
-2.69856
-2.69856
-2.69856
-2.69856
-2.69856
-2.06658
-2.06658
-2.06658
-2.16618
-2.81857
-2.74669
-3.8639
-3.8639
-3.8639
-3.8639
-3.8639
-3.8639
-3.8639
-3.8639
-2.85668
-2.1785
-2.1785
-2.1785
-2.1785
-1.83211
-3.7916
-3.7916
1.18433
4.01872
3.05834
3.05834
3.05834
3.05834
3.05834
3.05834
3.05834
3.05834
2.13974
2.13974
-1.46575
-1.46575
2.03515
2.03515
2.03515
2.03515
-1.95321
-1.95321
-1.95321
-1.95321
-1.95321
-1.95321
-2.64777
-2.64777
-2.64777
-2.64777
-2.64777
-2.64777
-2.54471
-2.54471
-2.95929
-2.95929
-2.95929
-2.53714
-2.53714
-2.53714
-2.53714
-2.53714
-2.53714
-3.06306
-3.06306
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-2.96199
-3.47096
-3.47096
-2.61174
-2.61174
2.36387
2.36387
2.36387
2.36387
2.94233
2.94233
2.94233
2.94233
2.94233
2.94233
2.94233
2.94233
2.87818
2.87818
2.87818
2.87818
2.87818
2.99981
2.99981
3.13803
3.13803
3.13803
3.13803
3.13803
3.08712
3.08712
2.91026
2.91026
2.91026
2.91026
2.91026
3.19478
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
2.34869
3.39962
3.39962
3.39962
3.39962
3.39962
3.39962
3.39962
3.39962
1.88496
1.88496
1.88496
-3.10985
-3.10985
-3.10985
-2.40485
-2.40485
-2.40485
-2.40485
-2.40485
-2.40485
-3.815
-2.50592
-2.50592
-2.15169
-2.15169
-2.15169
-2.15169
2.17628
2.17628
3.28995
2.55054
2.54508
2.54508
3.28105
3.28105
3.39372
3.39372
3.39372
3.39372
3.39372
3.39372
3.39372
3.39372
3.39372
2.68553
2.68553
2.68553
2.68553
3.79196
3.79196
1.85011
3.54628
3.54628
3.54628
3.54628
3.54628
2.85939
2.99681
2.99681
2.99681
2.99681
2.99681
2.99681
2.99681
2.99681
3.70548
3.70548
2.18839
2.18839
3.67845
3.67845
3.67845
3.67845
3.67845
3.67845
3.67845
4.64578
4.64578
1.31365
1.31365
4.12491
4.12491
4.12491
2.09396
3.92571
3.92571
3.92571
3.21365
2.75725
3.89337
3.89337
2.86595
2.86595
2.86595
2.86595
2.86595
1.82861
4.42569
4.42569
2.28612
-1.63959
-1.55588
1.60437
-2.64025
-2.64025
-2.64025
-2.64025
-2.39745
-2.39745
-2.39745
-4.17271
-4.17271
-4.17271
-4.17271
-4.17271
-1.93987
-1.93987
-1.93987
-1.93987
-2.07716
-2.07716
-2.07716
-2.07716
-3.04622
-3.04622
-2.77769
-2.77769
-3.12166
-3.12166
-3.12166
-3.12166
-3.12166
-3.12166
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-3.45377
-2.15638
-2.15638
-2.15638
-2.15638
-3.6836
-3.6836
-3.6836
-3.6836
-3.6836
-3.6836
-3.05955
-3.32684
-3.32684
-3.32684
-3.32684
-3.32684
-3.32684
-2.58549
-2.58549
-2.58549
-2.58549
-2.58549
-2.58549
-2.58549
