temp,finalMag,err
0.5,0.893884,0.00658563
0.6,0.669764,0.0072369
0.7,0.443948,0.00581699
0.8,0.287246,0.00404073
0.9,0.199231,0.00279628
1,0.143567,0.00201049
1.1,0.110672,0.00168208
1.2,0.0861438,0.0013281
1.3,0.069585,0.00115276
1.4,0.0583397,0.000957182
1.5,0.0515017,0.000826507
1.6,0.043569,0.000791771
1.7,0.0380696,0.000683171
1.8,0.0345571,0.000608454
1.9,0.0309737,0.000581337
