temp,finalEnergy,err
0.5,-0.972512,0.00100591
0.6,-0.933261,0.00116434
0.7,-0.891478,0.00101793
0.8,-0.849567,0.000897803
0.9,-0.804456,0.000822948
1,-0.762547,0.000749649
1.1,-0.72144,0.000688048
1.2,-0.68279,0.000660608
1.3,-0.646423,0.000655949
1.4,-0.61311,0.000612533
1.5,-0.583232,0.000596557
1.6,-0.554571,0.000602577
1.7,-0.528529,0.00059285
1.8,-0.504514,0.000550676
1.9,-0.482829,0.000550237
2,-0.461893,0.000553408
