temp,finalHeat,err
0.5,0.32476,0.00420146
0.6,0.420566,0.00261935
0.7,0.430637,0.00197941
0.8,0.440799,0.00151108
0.9,0.43717,0.00131109
1,0.420138,0.00103873
1.1,0.397143,0.000879434
1.2,0.369562,0.00075253
1.3,0.34532,0.000681218
1.4,0.317301,0.000527305
1.5,0.293605,0.000598386
1.6,0.271014,0.000464316
1.7,0.249095,0.000399384
1.8,0.229479,0.000331283
1.9,0.212406,0.00038832
2,0.196697,0.000284277
