temp,finalEnergy,err
0.5,-0.974155,0.000494353
0.6,-0.93441,0.000458131
0.7,-0.892359,0.000389175
0.8,-0.848258,0.0002956
0.9,-0.804414,0.000292677
1,-0.761887,0.000242985
1.1,-0.720546,0.000199243
1.2,-0.682416,0.00020809
1.3,-0.646576,0.000189624
1.4,-0.61323,0.000178734
1.5,-0.582759,0.000167681
1.6,-0.554508,0.000193928
1.7,-0.528379,0.000189739
1.8,-0.504656,0.000183253
1.9,-0.482579,0.000168461
2,-0.462186,0.00016502
