temp,finalMag,err
0.5,0.091404,0.0355935
0.6,0.0148777,0.0134234
0.7,-0.00136408,0.00742672
0.8,-0.00405112,0.00426063
0.9,0.00174348,0.00299525
1,-0.00278688,0.0021735
1.1,-0.00204044,0.00177881
1.2,-0.00051944,0.00136946
1.3,0.00026188,0.00103916
1.4,1.56e-006,0.000994981
1.5,-0.00059164,0.000769292
1.6,-0.00047256,0.000651966
1.7,-1.532e-005,0.000593128
1.8,-0.00080428,0.000643811
1.9,0.00026416,0.000668544
2,-0.00057924,0.000547291
